id,Country,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-03,2021-04-04,2021-04-05,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-10,2021-04-11,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-17,2021-04-18,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-24,2021-04-25,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-01,2021-05-02,2021-05-03,2021-05-04,2021-05-05,2021-05-06,2021-05-07,2021-05-08,2021-05-09,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-15,2021-05-16,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-22,2021-05-23,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-10,2021-07-11,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-17,2021-07-18,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-24,2021-07-25,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-07-31,2021-08-01,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-07,2021-08-08,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-14,2021-08-15,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-21,2021-08-22,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-28,2021-08-29,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-04,2021-09-05,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-11,2021-09-12,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-18,2021-09-19,2021-09-20,2021-09-21,2021-09-22,2021-09-23,2021-09-24,2021-09-25,2021-09-26,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-01,2021-10-02,2021-10-03,2021-10-04,2021-10-05,2021-10-06,2021-10-07,2021-10-08,2021-10-09,2021-10-10,2021-10-11
144,"Liberia",1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1876,1877,1877,1882,1887,1887,1896,1898,1901,1901,1914,1914,1914,1927,1932,1936,1936,1939,1939,1939,1944,1944,1945,1945,1945,1956,1956,1956,1956,1956,1969,1969,1969,1969,1985,1985,1985,1985,1988,1988,1988,1996,1998,2002,2009,2010,2010,2010,2014,2014,2017,2017,2017,2024,2024,2024,2024,2026,2026,2030,2030,2030,2030,2030,2042,2042,2042,2042,2042,2042,2047,2052,2052,2052,2053,2053,2053,2053,2053,2053,2053,2061,2061,2061,2061,2066,2066,2066,2066,2066,2066,2071,2071,2071,2071,2071,2080,2080,2080,2086,2086,2086,2086,2097,2098,2098,2099,2099,2099,2099,2099,2110,2110,2113,2113,2113,2114,2117,2118,2118,2125,2125,2128,2128,2129,2131,2131,2142,2142,2142,2142,2142,2142,2161,2174,2174,2179,2179,2179,2191,2210,2219,2219,2251,2251,2251,2290,2290,2382,2382,2484,2484,2484,2484,2535,2729,2729,2767,2767,2995,3109,3109,3265,3265,3529,3529,3736,3794,3900,4093,4304,4520,4520,4520,4918,4918,4994,4994,4994,5102,5156,5215,5215,5276,5306,5306,5315,5396,5396,5396,5404,5404,5404,5404,5404,5404,5404,5404,5404,5404,5404,5404,5459,5459,5461,5461,5461,5461,5461,5461,5482,5482,5482,5482,5504,5504,5508,5508,5518,5518,5518,5527,5527,5527,5527,5538,5538,5538,5538,5594,5594,5594,5594,5727,5727,5727,5727,5727,5727,5727,5727,5727,5727,5727,5727,5727,5727,5904,5904,5904,5915,5915,5915,5915,5915,5792,5792,5794,5794,5797,5799,5799,5799,5799,5799,5799,5799,5799,5799,5799,5799
145,"Liechtenstein",2136,2175,2202,2222,2224,2246,2295,2309,2311,2329,2340,2346,2355,2370,2375,2378,2383,2389,2395,2398,2405,2415,2432,2437,2441,2454,2455,2458,2475,2484,2493,2493,2497,2497,2509,2513,2518,2518,2523,2526,2527,2532,2534,2537,2538,2539,2540,2540,2540,2542,2543,2545,2546,2550,2553,2553,2558,2564,2566,2567,2575,2576,2577,2582,2588,2589,2590,2592,2594,2594,2596,2601,2602,2612,2612,2615,2616,2620,2622,2627,2628,2632,2634,2636,2642,2645,2649,2658,2664,2664,2670,2675,2678,2679,2685,2697,2697,2702,2714,2722,2738,2753,2754,2768,2770,2780,2790,2804,2813,2823,2836,2849,2851,2855,2866,2884,2885,2903,2908,2921,2926,2936,2940,2946,2948,2956,2961,2963,2967,2970,2974,2975,2978,2980,2981,2984,2985,2990,2992,2993,2994,2997,2998,3000,3000,3002,3002,3006,3006,3008,3008,3012,3012,3016,3017,3019,3020,3022,3022,3022,3022,3023,3024,3026,3026,3026,3026,3026,3026,3026,3026,3026,3028,3028,3030,3031,3032,3032,3032,3034,3034,3036,3039,3040,3042,3042,3045,3047,3049,3052,3054,3056,3057,3058,3058,3060,3061,3061,3061,3061,3069,3069,3070,3073,3073,3075,3075,3076,3080,3083,3085,3085,3085,3085,3087,3089,3091,3092,3094,3099,3101,3102,3107,3119,3127,3140,3146,3155,3161,3175,3185,3198,3209,3219,3223,3228,3233,3247,3250,3257,3259,3263,3266,3273,3278,3289,3301,3314,3322,3331,3343,3352,3365,3370,3376,3380,3386,3390,3394,3394,3402,3405,3405,3419,3425,3429,3436,3439,3439,3439,3445,3445,3447,3447,3448,3449,3450,3451,3451,3561,3562,3566,3566,3566
146,"Lithuania",141955,145430,146937,148202,149579,151220,154007,156416,158474,160238,161741,162515,163527,165291,166736,167960,169194,170036,170513,171380,172612,173889,174922,175929,176702,177243,177934,179217,180160,181019,181740,182543,182898,183444,184208,184948,185601,186278,186770,187039,187421,187991,189058,189665,190241,190724,190937,191264,191821,192193,192986,193562,194051,194333,194833,195481,196049,196690,197343,199145,199398,199825,200351,200898,201335,201799,202214,202430,202900,203386,203992,204356,204954,205385,205644,206290,206889,207469,208048,208650,209011,209340,210202,211011,211804,212676,213447,213941,214365,215216,216119,217005,217865,218878,219607,220212,220900,222020,223127,224309,225308,226173,226783,227889,229260,230462,231601,232829,233631,234232,235383,236533,237950,239263,240522,241297,241872,242926,244555,245896,247269,248655,249680,250337,251450,252699,254091,255384,256906,257827,258623,259862,261128,262335,263475,264724,265536,266063,266795,267769,268684,269363,270376,270849,271130,271682,272231,272826,273346,273866,274199,274383,274776,275198,275545,275915,276256,276453,276543,276759,277002,277222,277379,277623,277746,277812,277942,278072,278177,278254,278328,278379,278407,278466,278526,278590,278608,278655,278674,278689,278726,278769,278809,278826,278863,278888,278906,278950,278984,279024,279094,279167,279192,279217,279302,279381,279488,279572,279662,279745,279813,279914,280093,280296,280541,280774,280966,281063,281284,281629,282039,282416,282818,283016,283246,283656,284191,284432,285209,285726,286103,286408,286943,287569,288173,288747,289346,289810,290170,290766,291412,291969,292552,293342,293767,294086,294708,295373,296096,296738,297334,297777,298165,298825,299532,300339,301167,302014,302624,302979,303692,304600,305605,306558,307622,308464,308956,309855,311151,312481,313692,315066,315949,316695,317852,319281,321243,322720,324329,325606,326654,327896,329869,331683,333690,335801,337416,338532,340080,342827,345095,347548,350029,351939
147,"Luxembourg",46415,46415,46415,46415,46986,47149,47430,47592,47744,47744,47744,48027,48181,48372,48486,48630,48630,48630,48890,48975,49204,49319,49438,49438,49438,49733,49852,50089,50228,50388,50388,50388,50733,50923,51128,51330,51512,51512,51512,51879,52022,52247,52392,52539,52539,52539,52923,53062,53329,53562,53782,53782,53782,54172,54354,54678,54871,55110,55110,55110,55480,55632,55902,56110,56296,56296,56296,56677,56822,57056,57321,57503,57503,57503,57926,58111,58408,58674,58955,58955,58955,59497,59662,59907,60205,60465,60465,60465,61073,61255,61642,61881,62105,62105,62105,62105,62625,62793,63180,63467,63467,63467,63880,64062,64334,64549,64746,64746,64746,65144,65319,65604,65813,66007,66007,66007,66374,66594,66826,67045,67205,67205,67205,67495,67642,67850,68020,68153,68153,68153,68431,68552,68748,68748,68922,68922,68922,69190,69239,69398,69465,69545,69545,69545,69545,69579,69669,69749,69830,69830,69830,69932,69983,70027,70088,70182,70182,70182,70256,70291,70343,70383,70406,70406,70406,70445,70466,70485,70503,70516,70516,70516,70535,70547,70547,70586,70600,70600,70600,70642,70695,70787,70895,71031,71031,71031,71429,71547,71748,71879,72010,72010,72010,72257,72391,72509,72632,72759,72759,72759,72985,73074,73215,73309,73412,73412,73412,73551,73637,73744,73816,73870,73870,73870,73990,74042,74144,74212,74262,74262,74262,74395,74437,74498,74545,74595,74595,74595,74690,74779,74855,74918,74985,74985,74985,75130,75216,75312,75442,75517,75517,75517,75672,75760,75904,75981,76102,76102,76102,76245,76358,76455,76540,76632,76632,76632,76798,76894,76996,77098,77189,77189,77189,77340,77441,77552,77688,77762,77762,77762,77930,77998,78130,78219,78326,78326,78326,78521,78620,78781,78941,79018,79018,79018
148,"Madagascar",17714,17714,17767,17767,17767,17767,17767,17767,17767,17767,18001,18001,18001,18001,18001,18001,18001,18301,18301,18301,18301,18301,18301,18301,18743,18743,18743,18743,18743,18743,18743,19065,19065,19065,19065,19065,19065,19065,19360,19360,19360,19360,19360,19360,19360,19598,19598,19598,19598,19598,19598,19598,19831,19831,19831,19831,19831,19831,19831,19831,19831,19831,19831,19831,19831,20155,20155,20155,20155,20155,20155,20155,21356,21356,21587,21688,21826,21999,22113,22275,22484,22616,22682,22844,23040,23230,23424,23585,23969,24264,24426,24696,24968,25262,25572,25709,25874,26127,26475,27034,27548,28063,28541,28765,29348,30207,31039,31617,32205,32798,33202,33592,34069,34775,35262,35746,36045,36190,36510,36696,37014,37296,37630,37751,37989,38116,38337,38641,38874,39012,39162,39351,39510,39759,39888,40005,40141,40204,40326,40385,40519,40692,40780,40876,40954,40999,41061,41102,41184,41234,41266,41342,41366,41419,41488,41540,41631,41690,41742,41758,41786,41840,41869,41894,41933,41948,41966,41998,42034,42076,42087,42123,42137,42137,42161,42166,42194,42194,42194,42194,42207,42216,42247,42264,42288,42311,42329,42337,42358,42376,42392,42392,42392,42392,42462,42462,42479,42495,42520,42536,42538,42551,42558,42561,42581,42590,42599,42599,42607,42615,42645,42652,42663,42665,42672,42674,42685,42685,42685,42685,42776,42781,42787,42791,42795,42802,42811,42811,42819,42819,42832,42836,42838,42842,42845,42847,42847,42850,42854,42857,42862,42862,42862,42869,42873,42873,42878,42881,42884,42884,42884,42884,42884,42891,42894,42894,42898,42898,42898,42898,42898,42898,42898,42898,42898,42898,42898,42898,42898,42898,42898,42898,42898,42898,42898,42898,42898,42898,42898,43610,43610,43610,43610,43610
149,"Malaysia",113010,115078,117373,119077,120818,122845,125438,128465,131108,133559,135992,138224,141533,144518,147855,151066,155095,158434,161740,165371,169379,172549,176180,180455,183801,186849,190434,194114,198208,203933,209661,214959,219173,222628,226912,231483,234874,238721,242452,245552,248316,251604,254988,258306,261805,264269,266445,269165,272163,274875,277811,280272,283569,285761,288229,291774,293698,295951,298315,300752,302580,304135,305880,307943,310097,311777,313460,314989,316269,317717,319364,320939,322409,323763,324971,326034,327253,328466,330042,331713,333040,334156,335540,336808,338168,339443,340642,341944,342885,344018,345500,346678,347972,349610,350959,352029,353329,354468,355753,357607,359117,360856,362173,363940,365829,367977,370528,372859,375054,377132,379473,381813,384688,387535,390252,392942,395718,398451,401593,404925,408713,411594,415012,417512,420632,424376,427927,432425,436944,440677,444484,448457,453222,458077,462190,466330,470110,474556,479421,485496,492302,498795,505115,512091,518600,525889,533367,541224,549514,558534,565533,572357,579462,587165,595374,603122,610574,616815,622086,627652,633891,639562,646411,652204,657508,662457,667876,673026,678764,685204,691115,696408,701019,705762,711006,716847,722659,728462,734048,739266,745703,751979,758967,765949,772607,778652,785039,792693,799790,808658,817838,827191,836296,844870,855949,867567,880782,893323,905851,916561,927533,939899,951884,964918,980491,996393,1013438,1027954,1044071,1061476,1078646,1095486,1113272,1130422,1146186,1163291,1183110,1203706,1224595,1243852,1262540,1279776,1299767,1320547,1342215,1363683,1384353,1404899,1424639,1444270,1466512,1489460,1513024,1535286,1555093,1572765,1593602,1616244,1640843,1662913,1685510,1706089,1725357,1746254,1765016,1786004,1805382,1824439,1844835,1862187,1880734,1900467,1919774,1940950,1960500,1979698,1995771,2011440,2030935,2049750,2067327,2082876,2097830,2112175,2127934,2142924,2156678,2171232,2185131,2198235,2209194,2220526,2232960,2245695,2257584,2268499,2277565,2285640,2294457,2303837,2313727,2323478,2332221,2339594
150,"Maldives",13757,13804,13834,13867,13893,13930,13967,13988,14040,14065,14109,14159,14218,14277,14325,14375,14426,14513,14582,14633,14712,14765,14830,14885,14993,15102,15247,15390,15496,15614,15736,15841,16056,16155,16276,16410,16547,16656,16783,16909,17101,17201,17387,17507,17716,17828,17953,18082,18224,18340,18467,18612,18769,18930,19038,19162,19346,19479,19597,19793,19979,20144,20280,20447,20565,20663,20794,20919,21034,21144,21268,21382,21476,21572,21666,21819,21961,22147,22292,22373,22513,22662,22790,22929,23091,23237,23403,23524,23671,23838,24079,24379,24548,24651,24783,24908,25053,25191,25304,25436,25524,25617,25701,25759,25844,25939,26021,26145,26348,26505,26667,26920,27084,27403,27621,27874,28202,28588,29052,29370,29835,30237,30745,31330,31931,32665,33368,34134,34724,35815,37019,38520,40092,41308,42775,43782,44523,45956,47421,48608,50802,52405,54365,55924,57341,58345,59644,60943,61844,62906,63686,64396,65164,65868,66516,66948,67538,67950,68502,68872,69213,69536,69831,70077,70301,70673,70897,71138,71356,71498,71709,71896,72149,72294,72466,72678,72944,73094,73327,73482,73660,73798,73931,74074,74224,74351,74480,74585,74724,74848,74903,74993,75071,75162,75332,75405,75622,75736,75816,75879,76019,76188,76332,76454,76546,76627,76750,76848,76953,77094,77202,77309,77432,77547,77633,77758,77895,77999,78130,78243,78356,78464,78578,78690,78815,78926,79000,79137,79289,79419,79525,79659,79754,79864,79959,80067,80218,80328,80436,80539,80678,80791,80960,81112,81301,81474,81653,81810,81979,82099,82264,82364,82475,82578,82684,82822,82950,83070,83162,83248,83332,83494,83576,83655,83875,84017,84103,84164,84290,84362,84484,84579,84720,84809,84866,84971,84971,85107,85198,85278,85348,85394,85465,85548
151,"Malta",12774,12909,12997,13082,13230,13388,13612,13776,13967,14212,14396,14529,14769,14958,15079,15272,15447,15588,15742,15942,16129,16280,16423,16542,16658,16861,16999,17192,17400,17585,17721,17903,18027,18168,18306,18385,18442,18576,18676,18813,19015,19182,19333,19497,19651,19789,19945,20047,20246,20409,20563,20762,20892,21085,21306,21532,21724,21982,22219,22482,22657,22993,23226,23588,23871,24216,24398,24599,24847,25357,25640,25969,26267,26535,26748,27061,27272,27515,27694,27904,28128,28319,28409,28510,28612,28715,28808,28875,28938,28993,29033,29085,29127,29189,29223,29279,29343,29408,29463,29511,29548,29614,29661,29720,29778,29833,29860,29927,29966,30026,30039,30063,30096,30129,30149,30174,30189,30234,30249,30276,30292,30307,30319,30354,30381,30411,30420,30432,30438,30447,30458,30464,30469,30473,30474,30478,30480,30484,30486,30489,30491,30497,30499,30504,30506,30509,30516,30520,30526,30529,30533,30535,30543,30553,30557,30559,30568,30571,30571,30572,30573,30577,30579,30581,30581,30582,30582,30585,30585,30588,30588,30589,30590,30595,30595,30598,30603,30606,30606,30612,30618,30623,30627,30633,30640,30652,30664,30675,30700,30755,30851,30960,31061,31240,31394,31612,31834,32069,32275,32470,32616,32833,33032,33198,33370,33541,33668,33762,33904,33995,34090,34201,34295,34375,34439,34508,34590,34668,34716,34787,34846,34902,34953,35040,35091,35192,35286,35337,35380,35434,35516,35602,35653,35721,35774,35831,35866,35908,35950,35990,36039,36089,36123,36171,36247,36322,36364,36426,36475,36512,36553,36606,36636,36674,36708,36758,36793,36843,36875,36900,36927,36952,36972,36994,37018,37036,37048,37061,37077,37090,37103,37119,37127,37149,37163,37187,37197,37221,37246,37264,37283,37307,37323,37347
152,"Mauritania",14364,14581,14677,14794,14875,14981,15111,15214,15352,15429,15512,15611,15707,15794,15893,15963,15999,16039,16081,16147,16212,16266,16322,16357,16397,16421,16460,16506,16543,16576,16608,16635,16662,16689,16720,16740,16777,16792,16807,16827,16868,16902,16925,16954,16965,16974,16996,17016,17041,17058,17071,17083,17095,17110,17130,17158,17179,17187,17196,17207,17217,17235,17252,17267,17285,17309,17322,17340,17365,17385,17394,17410,17424,17438,17457,17487,17521,17542,17570,17587,17601,17630,17658,17690,17712,17745,17756,17771,17796,17824,17847,17878,17904,17917,17927,17939,17955,17974,17995,18005,18012,18022,18035,18052,18066,18072,18103,18121,18129,18142,18156,18175,18192,18207,18240,18257,18282,18314,18346,18377,18402,18429,18448,18476,18503,18542,18576,18613,18636,18667,18691,18691,18745,18767,18781,18806,18828,18858,18905,18957,19011,19049,19114,19149,19195,19251,19287,19344,19407,19463,19494,19547,19598,19650,19695,19752,19785,19817,19853,19895,19923,19959,20005,20040,20073,20109,20151,20199,20253,20288,20314,20336,20365,20415,20473,20512,20568,20604,20635,20676,20747,20808,20894,20977,21027,21076,21134,21236,21303,21303,21499,21590,21672,21765,21902,22049,22187,22298,22508,22637,22753,22929,23093,23223,23378,23555,23755,24008,24349,24662,25063,25423,25691,25973,26202,26555,26902,27231,27596,27957,28197,28438,28724,29004,29307,29603,29884,30121,30354,30635,30897,31174,31390,31642,31822,32026,32220,32486,32721,32967,33158,33309,33432,33580,33725,33869,33989,34111,34204,34297,34408,34504,34594,34692,34771,34878,34950,35042,35142,35212,35328,35380,35462,35515,35594,35661,35717,35777,35819,35859,35889,35942,35989,36030,36079,36114,36163,36163,36229,36271,36312,36348,36387,36414
153,"Mauritius",527,527,527,527,531,531,539,539,539,539,539,545,546,547,547,547,547,547,556,556,556,556,556,556,556,568,568,569,569,569,569,569,582,583,584,584,584,584,584,593,594,595,595,595,595,595,601,603,603,603,603,603,603,603,610,610,610,610,610,610,619,619,619,620,625,639,641,641,641,641,664,711,739,742,747,758,762,768,793,796,805,809,826,850,853,871,871,933,958,996,1028,1039,1095,1104,1112,1121,1130,1167,1171,1183,1190,1192,1193,1198,1201,1202,1202,1203,1203,1203,1203,1204,1205,1205,1206,1206,1206,1206,1207,1208,1209,1211,1211,1211,1214,1216,1216,1226,1240,1246,1256,1257,1266,1274,1277,1280,1282,1287,1288,1288,1288,1292,1293,1293,1296,1311,1332,1341,1356,1363,1367,1375,1399,1418,1421,1421,1421,1458,1458,1458,1496,1496,1564,1566,1673,1709,1729,1729,1729,1773,1773,1773,1800,1820,1836,1845,1852,1852,1852,1880,1898,1898,1898,1913,1913,1913,1984,2047,2078,2078,2131,2131,2131,2131,2260,2324,2364,2364,2364,2535,2535,2731,3120,3181,3388,3388,3388,3785,3785,3913,3913,3913,3913,3913,4393,4393,4493,4592,4592,4592,4592,5120,5219,5219,5349,5607,5607,5607,6122,6122,6460,6758,7070,7070,7070,8098,8334,8667,8667,8667,8667,8667,10196,10676,10676,10676,11181,11181,11181,11466,12616,12616,12783,12783,13114,13114,13289,13782,13782,14073,14243,14243,14243,14735,14863,14863,14863,15161,15161,15161,15391,15391,15607,15695,15695,15695,15695,15776,15776,16083,16189,16189,16189,16189
154,"Mexico",1426094,1437185,1443544,1448755,1455219,1466490,1479835,1493569,1507931,1524036,1534039,1541633,1556028,1571901,1588369,1609735,1630258,1641428,1649502,1668396,1688944,1711283,1732290,1752347,1763219,1771740,1788905,1806849,1825519,1841893,1857230,1864260,1869708,1874092,1886245,1886245,1912871,1926080,1932145,1936013,1946751,1957889,1968566,1978954,1988695,1992794,1995892,2004575,2013563,2022662,2030491,2038276,2041380,2043632,2052266,2060908,2069370,2076882,2084128,2086938,2089281,2097194,2104987,2112508,2119305,2125866,2128600,2130477,2137884,2144486,2150955,2157771,2163875,2166290,2167729,2169007,2175462,2182188,2187910,2193639,2195772,2197160,2203041,2208755,2214542,2219845,2224904,2226550,2227843,2232910,2238887,2244268,2247357,2249195,2250458,2251705,2256509,2261879,2267019,2272064,2278420,2280213,2281840,2286352,2291246,2295435,2299939,2304096,2305602,2306910,2311172,2315811,2319519,2323430,2326738,2328391,2329534,2333126,2336944,2340934,2344755,2347780,2348873,2349900,2352964,2355985,2358831,2361874,2364617,2365792,2366496,2368393,2371483,2375115,2377995,2380690,2381923,2382745,2385512,2387512,2390140,2392744,2395330,2396604,2397307,2399790,2402722,2405772,2408778,2411503,2412810,2413742,2420659,2423928,2426822,2429631,2431702,2433681,2434562,2438011,2441866,2445538,2448820,2452469,2454176,2455351,2459601,2463390,2467643,2471741,2471741,2477283,2478551,2482784,2487747,2493087,2498357,2503408,2505792,2507453,2513164,2519269,2525350,2531192,2537457,2540068,2541873,2549862,2558369,2567821,2577140,2586721,2590500,2593574,2604711,2616827,2629648,2642068,2654699,2659137,2664444,2678297,2693495,2709739,2709739,2741983,2748518,2754438,2771846,2790874,2810097,2829443,2848252,2854992,2861498,2880409,2901094,2922663,2944226,2964244,2971817,2978330,2997885,3020596,3045571,3068329,3091971,3091971,3108438,3123252,3152205,3175374,3197108,3217415,3225073,3231616,3249878,3271128,3291761,3311317,3328863,3335700,3341264,3352410,3369747,3387885,3405294,3420880,3428384,3433511,3449295,3465171,3479999,3479999,3506743,3511882,3516043,3528972,3542189,3549229,3552983,3552983,3569677,3573044,3585565,3597168,3608976,3619115,3619115,3632800,3635807,3645599,3655395,3664223,3671611,3678980,3678980,3684242,3684242,3691924,3707234,3714392,3714392,3723235
