id,Country,2021-01-01,2021-01-02,2021-01-03,2021-01-04,2021-01-05,2021-01-06,2021-01-07,2021-01-08,2021-01-09,2021-01-10,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,population
0,"US | Washington",21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,21855,1609190,1666839,1729208,1800030,1841160,1888198,1942877,2001032,2071467,2213284,2213284,2255182,2303420,2381471,7614893
1,"US | Illinois",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2639826,2735250,2824209,2906555,2958947,3022385,3107699,3204414,3341021,3571808,3601065,3601065,3672596,3777731,12671821
2,"US | California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8310945,8566470,8821044,9106077,9497125,9731169,9860209,10071476,10415023,10805474,10925581,10925581,11062505,11220508,39512223
3,"US | Arizona",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1671294,1728239,1792447,1849259,1889742,1930999,1979929,2038623,2079951,2215219,2215219,2245854,2293559,2350374,7278717
4,"US | Massachusetts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1625459,1684341,1736477,1803528,1837816,1884139,1941018,2005800,2082052,2199086,2199086,2229483,2313916,2376322,6949503
5,"US | Wisconsin",40850,40850,40850,40850,64674,64674,76101,83302,83302,83302,96467,104806,114261,127174,140058,140058,140058,156511,156511,156511,156511,156511,156511,156511,156511,156511,156511,156511,156511,156511,156511,156511,156511,156511,156511,156511,156511,156511,156511,156511,156511,156511,156511,156511,156511,156511,156511,156511,156511,156511,156511,156511,156511,156511,156511,156511,156511,1359943,1421435,1470570,1500923,1521200,1553270,1596290,1656753,1721352,1804918,1812456,1812456,1839822,1881901,5822434
6,"US | Texas",42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,42248,5273077,5394961,5566612,5572496,5956629,6191550,6379094,6591175,6829275,7071506,7071506,7299866,7529655,7730664,28995881
7,"US | Nebraska",8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,8958,442310,443974,474439,476315,484888,497106,513497,535213,536126,573413,573413,594293,607373,629765,1934408
8,"US | Utah",3648,3648,3648,3648,3648,3648,37259,36246,46961,48975,49523,53299,64713,69456,72797,80187,84828,85994,85994,87332,92629,99545,106274,115445,119220,120374,124947,132096,141557,149234,159029,165067,166123,173006,184252,192582,200677,210944,216784,219307,224243,230674,239103,248656,257874,262892,263656,267551,277700,283008,290497,301257,306106,309309,317521,326747,337740,349515,360131,716536,721029,741297,759533,296,7880,15900,18736,18736,28330,32230,42798,3205958
9,"US | Oregon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259225,267242,280782,291087,300603,310318,319392,328101,335573,348991,356584,360276,364336,367164,373806,385381,401315,415817,427045,437224,444078,452647,462895,790,718,464398,472036,479434,490744,504259,527754,550833,567265,578852,586594,597351,613445,4217737
10,"US | Florida",45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,45607,4704530,4822353,5044420,5047960,5077891,5167346,5314200,5448653,5688357,5904827,5961421,5961421,6070173,6332072,21477737
11,"US | New York",38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,4170422,4327468,4463679,4583616,4698345,4819412,4959235,5143219,5342262,5640706,5640706,5797480,5941072,6086018,19453561
12,"US | Rhode Island",1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,236186,246055,259344,269512,275799,282767,290963,300529,310283,326730,326730,333607,340997,350979,1059361
13,"US | Georgia",1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,1258,10617423
14,"US | New Hampshire",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299874,310769,321602,324806,330538,339484,349825,358497,371111,385485,393931,393931,405366,418658,1359711
15,"US | North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2320745,2366027,2467755,2525579,2545103,2606912,2661523,2720018,2760801,2881950,2881950,2909142,2994561,3070733,10488084
16,"US | New Jersey",2149,2149,2149,2149,2149,2149,2149,2149,2149,2149,2149,2149,2149,134100,141655,150790,156900,164000,164000,188600,198900,216100,227400,234185,248800,261900,282360,299100,305900,334900,343500,357288,364000,380500,397200,409069,418000,418000,418000,485500,505800,528450,551350,577310,586700,607185,623371,671600,685050,706875,731850,731870,758948,778150,810450,826726,860400,43445,1960629,1960629,1096370,1156114,1188282,1204587,1264315,1280978,1320292,1330652,1340906,1404607,1436766,8882190
17,"US | Colorado",22539,22539,22539,22539,22539,67469,75818,75818,96062,117343,117343,117343,117343,117343,117343,117343,117343,117343,117343,175830,175830,192678,205897,205897,226048,226048,226048,226048,251084,260921,260921,260921,295551,303569,303569,303569,303569,303569,370684,373299,390690,403103,414831,414831,437412,484997,500724,513701,526950,543349,558602,558602,595723,605200,616618,630419,643439,1323183,1341927,1382449,1412910,1428854,1462053,1494910,1535529,1580969,1640993,1667075,1717634,1759617,1803495,5758736
18,"US | Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1239644,1280675,1325977,1364145,1390370,1454494,1497538,1548380,1606378,1671778,1671778,1715039,1761081,1812309,6045680
19,"US | Nevada",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642562,665577,685692,715121,723182,733953,750160,773285,800030,855890,855890,864967,878645,904504,3080156
20,"US | Tennessee",58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,58758,1304609,1347871,1368885,1394659,1435667,1481175,1520775,1567864,1605795,1659254,1659254,1690179,1743392,1795720,6833174
21,"US | Hawaii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359108,370746,382798,389644,392771,399195,411264,421996,434343,452988,452988,464100,475859,489283,1415872
22,"US | Indiana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1505040,1551945,1590344,1615149,1624577,1657664,1697536,1748623,1800802,1879649,1879649,1892845,1934412,1979075,6732219
23,"US | Kentucky",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945168,980727,1020045,1046835,1061236,1082228,1117369,1162694,1209546,1283860,1293847,1293847,1318808,1357068,4467673
24,"US | Minnesota",43516,53691,53691,67425,67672,67869,74191,83369,93758,101767,111468,113114,114078,124497,137954,150155,159127,164400,164400,165357,165816,171526,183226,199929,211859,226562,238932,254910,277754,299831,326578,349626,365850,367490,376014,389672,405836,420421,434071,439117,439813,450233,463467,478746,499660,518260,526918,528361,535694,555197,599047,599047,622591,636822,640856,650500,670209,12,14,589197,612043,620247,639264,655752,679642,716894,746904,746904,746904,746904,815623,5639632
25,"US | Oklahoma",29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,29725,1006064,1046995,1095362,1119049,1124662,1147833,1181414,1213040,1246152,1300639,1300639,1307274,1334818,1364914,3956971
26,"US | Pennsylvania",26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,26563,2562627,2676006,2751844,2835338,2886451,2948581,3036398,3169691,3298800,3335592,3335592,3524263,3638014,3737143,12801989
27,"US | South Carolina",0,0,0,43227,47665,53275,60341,70330,80386,82266,86742,95276,101547,116558,124798,130362,132223,137791,137791,148001,161008,181650,194452,215093,224082,227575,239570,251654,278403,282916,299692,314095,315331,321038,334164,345478,360766,377896,384315,390712,401569,413608,426907,443347,474695,465758,470190,481144,493060,505796,530343,530343,534703,536239,542232,553313,568279,160086,152040,300900,303992,310448,321824,334314,475857,491525,537699,537699,537553,546933,568695,5148714
28,"US | District of Columbia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176044,184748,194746,198047,199212,202090,207421,211736,220634,230110,232666,232666,238189,244060,705749
29,"US | Kansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,56596,56596,56596,65493,65493,65493,70043,70043,75984,75984,75984,83323,83323,91649,91649,102081,102081,102081,116953,116953,123310,123310,134577,134577,134577,147562,147562,159733,159733,173042,173042,173042,182424,182424,168841,168841,181804,181804,181804,192705,192705,200805,200805,560776,583498,609765,620939,629548,644921,661143,683046,707897,742945,751652,751652,769636,796242,2913314
30,"US | Missouri",66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,1213449,1278087,1279404,1375027,1384067,1415806,1458439,1504236,1552157,1633864,1633864,1647096,1685362,1724580,6137428
31,"US | Vermont",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151538,156929,162558,168050,171557,173179,175767,179580,184327,198741,198741,203900,207110,212062,623989
32,"US | Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899801,141557,221503,851976,965593,982440,1008301,45,151,340,8696,1143421,21310,31596,44810,1787147
33,"US | Connecticut",7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,7761,954153,980211,1004467,1031305,1040154,1061375,1087313,1121517,1157114,1228865,1228865,1245687,1272581,1304302,3565287
34,"US | Iowa",0,0,0,0,0,0,0,0,0,0,0,43602,43602,43602,43602,61287,61287,61287,61287,73017,73017,81281,81281,81281,81281,81281,81281,81281,81281,81281,81281,81281,81281,81281,81281,81281,81281,81281,81281,81281,81281,81281,81281,81281,81281,81281,81281,81281,81281,81281,81281,81281,81281,81281,81281,81281,81281,654074,684596,713054,734845,740713,753860,773314,801113,861247,940050,952377,488778,501456,521089,3155070
35,"US | Louisiana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978234,1019381,1056975,1076576,1084499,1107626,1139071,1179138,1179915,1277889,1277889,1286353,1309279,1340630,4648794
36,"US | Ohio",8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,8123,2413164,2501854,2599806,2660844,2723208,2790056,2850454,2918114,3027215,3203772,3203772,3255735,3316480,3398966,11689100
37,"US | Michigan",93392,94393,98055,100313,109250,117459,128234,142652,142652,142652,177796,213891,240528,269015,296974,296974,296974,357323,357323,380707,410322,442023,468581,468581,468581,518989,538338,563440,593504,623848,623848,623848,676969,694801,724610,756403,787094,787094,787094,847947,869110,897365,927551,957774,957774,957774,1004560,1019225,1047465,1070323,1090062,1090062,1090062,1130925,1150527,1180406,1212681,33995,113741,1245901,1298854,1298854,1336276,1371278,1402827,1402827,1402827,1451537,1470892,1504105,1504105,9986857
38,"US | South Dakota",10137,11713,12720,12734,12734,13991,15339,16877,19585,22477,24047,24575,25022,27349,27997,28672,29034,29337,29337,29689,29772,31309,34577,36019,37094,37636,37687,38988,41267,42913,45047,46258,47455,47720,49057,51633,54737,57026,58236,59049,59257,60812,63356,66897,69707,72091,72586,73003,77727,77727,81318,85042,87267,87929,88384,91979,95305,259553,269289,278285,282075,282575,287657,294765,304382,314577,326272,326763,326763,332059,339564,884659
39,"US | Arkansas",4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,597990,622665,649311,661572,670815,687433,704368,723756,744139,773357,782750,782750,799184,800091,3017825
40,"US | Delaware",1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,973764
41,"US | Mississippi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573123,598685,619251,637116,646440,666502,690874,719333,749518,776272,776272,787408,810535,837097,2976149
42,"US | New Mexico",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657118,678087,705538,711612,721489,735930,743904,765965,801111,833881,833881,839018,840633,867690,2096829
43,"US | North Dakota",8064,10392,10392,10392,10392,10392,10392,10392,10392,10392,21861,22955,24168,26302,28504,28504,28504,28504,28504,34645,35689,38155,40322,40322,40322,40583,43738,43800,45542,50203,50203,50203,55821,56427,57626,61469,67031,67031,67031,73363,74370,76432,79082,80616,80616,80616,85091,86048,87624,90560,93425,93425,93425,96895,98815,101408,106281,212625,225330,234209,238585,238848,241181,246289,255282,264133,275989,277845,277845,280757,286495,762062
45,"US | Alaska",10565,15000,15000,15000,15000,16450,16450,20600,20600,20600,24600,24600,29300,33500,36000,36000,36000,40200,40200,41100,43300,45800,50800,50800,50800,56500,58800,61200,65900,68600,68600,68619,74000,75121,78000,80200,83100,83100,83100,90700,92500,96200,98400,102235,102235,102235,102235,110630,113800,110630,120173,120173,120173,126461,128519,131282,134511,8355,13559,18762,12679,12461,9420,8674,6327,13485,12462,6463,6463,11675,3368,731545
46,"US | Maine",8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,8001,328357,338663,349840,355810,364431,375596,391148,406946,418266,427445,430790,446226,463877,480638,1344212
47,"US | Alabama",18148,28269,28269,28269,28269,28269,28269,28269,28269,28269,51883,51883,51883,51883,73092,73092,73092,80970,80970,85245,92616,99744,106356,106356,106356,118739,123448,130876,139528,148549,148549,148549,164141,170182,179589,188714,198733,198733,198733,231751,231751,245520,262137,276998,276998,276998,276998,308991,314701,327170,339269,339269,339269,359464,368497,450210,390446,76927,76927,76927,80047,80584,81107,81280,82031,82031,83568,83568,83660,84150,84150,4903185
48,"US | Idaho",3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,3582,367113,378401,392370,404250,409641,418956,428196,442491,457434,482273,489220,489220,497534,507965,1792065
49,"US | Montana",3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,260990,271075,281422,284679,286163,291572,301007,312296,324102,341554,341554,343597,349631,359446,1068778
50,"US | Puerto Rico",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536377,538085,549615,554664,554694,568025,595224,596130,611567,633344,635352,635352,674636,675568,3193694
51,"US | Virgin Islands",260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,18684,19118,19369,19470,19736,20149,21615,22365,23014,23053,23752,23752,24615,25361,104914
52,"US | Guam",1394,1394,1394,1394,1394,1394,1394,1394,1394,1394,8652,9800,9406,9647,9798,10035,10035,10035,10549,11503,12531,13339,13339,13339,14513,15035,15553,16846,18341,19431,19673,19673,19806,19967,20406,20460,20775,20882,20940,20946,21488,22035,22574,23229,24252,24252,24373,25575,26376,27182,27683,28066,28066,28154,28873,29102,29275,1680,2217,22306,22306,22376,22376,22456,22456,22467,22467,22467,26023,27494,28586,165718
53,"US | West Virginia",5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,5450,501913,526059,532295,534053,536534,541453,553449,583230,594118,602407,602407,606345,611113,626149,1787147
54,"US | Northern Mariana Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5789,5789,5789,5789,8174,8412,8629,8845,9131,9131,9131,9597,9900,10142,10417,10777,10777,10777,11288,11635,11890,12070,12305,12305,12305,12305,13500,13726,13726,14484,14484,14484,14912,15234,15540,15540,16264,3,305,18577,18886,18886,18886,18886,18886,2102,2102,2102,2102,2102,2102,56562
55,"US | American Samoa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20336,20338,20338,20338,21079,21079,21625,21625,21625,21625,21625,21625,23696,23696,55519
57,"Albania",0,0,0,0,0,0,0,0,0,0,0,128,188,266,308,369,405,447,483,519,549,549,549,549,549,549,549,549,549,549,549,549,550,550,550,550,550,550,550,1127,1127,1127,1127,1127,1127,1127,1127,1701,3049,4177,4177,4177,6728,6728,6728,10135,10135,10135,10135,14295,14295,15793,15793,15793,15793,15793,15793,15793,21613,21613,21613,2876101
58,"Algeria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,75000,40606052
59,"Andorra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,576,576,576,576,576,576,1036,1036,1036,1036,1036,1036,1036,1036,1036,1291,1291,1622,1622,1622,1622,1622,1622,1622,2141,2141,2141,2141,2141,2390,2390,2526,2526,2526,2526,2526,2526,2526,2526,2526,2526,3611,3611,4914,4914,4914,77281
60,"Angola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6169,6169,6169,6169,6169,28813463
62,"Argentina",0,0,0,39599,39599,39599,39599,107542,107542,107542,107542,107542,166833,166833,200759,200759,200759,200759,200759,247933,265724,279602,288064,292023,292386,305880,318033,327999,344034,366384,366384,375851,375851,396562,444018,444018,471383,501152,511582,513178,535303,572928,591632,606245,609605,609791,611169,612322,635583,668654,707148,720267,722234,746615,780455,829832,903915,984895,1025003,1049169,1126108,1181292,1252461,1357596,1357596,1526078,1546699,1648957,1774438,1919074,2098205,43847430
64,"Australia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2879,6908,17500,25000,30000,31894,33702,41907,50840,61008,71867,76940,81345,86369,94908,106200,125000,135103,24127159
65,"Austria",4928,4934,4934,5041,6549,7377,10501,23365,27737,29927,35477,49540,64249,80022,97416,104010,109565,120757,146075,169154,188427,199931,202963,204190,205646,213999,221773,231193,245901,249524,250870,255242,271801,288860,308004,328062,336890,341708,351126,369640,390745,414188,440033,450081,451970,458939,473066,491934,511000,531818,544437,550266,556918,571253,590281,609444,637046,660944,670995,679343,702993,729051,754839,788764,815782,827451,838460,865272,891062,929497,929497,8747358
66,"Azerbaijan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,293360,293360,337315,337315,337315,337315,337315,337315,411496,428635,436849,443888,9762274
68,"Bahrain",59351,60097,60689,61612,63893,68472,72239,78291,84157,89250,92598,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,97776,506519,509907,512420,514559,517901,520429,522344,1425171
