id,Country,2020-12-27,2021-01-03,2021-01-10,2021-01-17,2021-01-24,2021-01-31,2021-02-07,2021-02-14,2021-02-21,2021-02-28,2021-03-07,2021-03-14,2021-03-21,2021-03-28,2021-04-04,2021-04-11,2021-04-18,2021-04-25,2021-05-02,2021-05-09,2021-05-16,2021-05-23,2021-05-30,2021-06-06,2021-06-13,2021-06-20,2021-06-27,2021-07-04,2021-07-11,2021-07-18,2021-07-25,2021-08-01,2021-08-08,2021-08-15,2021-08-22,2021-08-29,2021-09-05,2021-09-12,2021-09-19,2021-09-26,2021-10-03,population
62,Argentina|Catamarca|Ambato|,0,0,0,0,12,55,63,63,63,76,94,104,125,130,131,145,145,146,161,195,228,284,335,345,352,361,521,553,762,872,898,911,930,1350,1658,2073,2193,2872,3005,3171,3317,4500
63,Argentina|Catamarca|Pomán|,0,0,0,0,2,35,37,37,37,38,40,132,135,137,137,139,139,139,159,210,229,754,841,843,883,1098,1102,1121,1389,1394,1425,1440,1472,1842,1901,2574,3466,4011,4784,4841,5030,9543
64,Argentina|La Pampa||,0,0,0,0,726,1625,2118,2238,2280,3624,3817,6328,6722,6828,6888,7665,9038,9230,17602,26393,29869,30904,37173,38291,40826,41915,48422,52038,53562,64460,72419,87633,104798,124422,134018,161713,188160,199457,209360,215611,221126,355422
65,Argentina|La Pampa|Toay|,0,0,0,0,52,87,110,114,115,177,192,285,289,291,291,291,299,317,495,877,1141,1165,1311,1330,1392,1540,1849,1906,1928,2512,3089,3690,4311,5310,5988,7605,8705,9410,9960,10276,10368,20000
66,Argentina|Mendoza||,0,0,0,0,345,2620,5668,8400,9852,10857,12501,14240,16470,17256,19259,20718,30283,38033,38865,43181,76028,90438,104736,119457,142712,164250,183176,190186,202846,225247,237201,281593,346170,438949,532760,629106,710949,790660,863575,909990,949400,1969982
67,Argentina|Mendoza|Capital|,0,0,0,0,52,232,529,741,861,989,1230,1473,1741,1817,1889,1967,2948,3023,3085,3739,5912,6782,7737,9054,10677,11927,13044,13591,14868,17611,18636,21264,25945,34383,42577,48453,54636,60561,65108,67485,69487,114822
68,Argentina|Misiones||,0,4,6,8,1269,2346,4437,4922,4990,5220,5386,6952,11704,12726,12913,13664,16986,19546,21546,31694,41501,51575,63003,71057,77663,88482,94438,104908,124189,140542,156830,174420,203546,236429,276851,307482,341370,371510,398874,422640,438895,1247362
69,Argentina|Misiones|Candelaria|,0,0,0,0,13,20,67,77,82,85,93,107,189,209,212,216,231,255,267,529,684,1113,1331,1515,1666,1941,2095,2558,3015,3359,3712,4231,5357,6452,7478,8226,9060,9863,10699,11575,12524,27040
70,Argentina|Formosa||,0,0,0,0,1623,3084,3200,3230,3244,3258,3652,3867,7643,7974,7995,8273,10166,10875,10975,11451,11618,21759,32247,36261,37305,38339,48358,52086,52360,55470,59379,92456,129517,146259,152018,184957,225779,254449,261537,276271,297827,600229
71,Argentina|Neuquén||,0,0,0,0,1270,2952,3058,3191,3198,3297,6735,7085,12196,12423,12490,15679,18116,19079,21999,30585,43833,47727,56867,61496,64173,69004,69496,80156,84865,94787,110639,128870,155960,191463,203446,231306,258394,288933,306460,316775,339482,655501
72,Argentina|Río Negro||,0,0,0,0,1171,3084,4284,4594,4667,5881,6250,7721,11356,12096,12305,12627,13635,14219,15071,26712,44716,51142,57068,73398,77146,85972,88731,93623,102122,109075,114820,118261,130567,172315,207870,253600,294333,331792,352805,376151,394959,738060
73,Argentina|Río Negro|San Antonio|,0,0,0,0,1,94,227,289,299,310,315,319,493,519,523,538,572,623,650,1623,2577,2738,2925,3626,3742,3999,4115,4227,4509,4726,4963,5419,6034,8261,9662,11554,13963,15400,16803,18016,19119,29284
74,Argentina|Santa Fe||,0,0,4,9,1434,6472,13819,19085,21150,22729,27417,33967,45727,52457,54825,58568,60378,65440,67542,101012,166215,192672,216761,245809,265494,304836,316204,367530,399383,406947,446038,592113,740923,937129,1032499,1211092,1418382,1634045,1760094,1843864,1948592,3509113
75,Argentina|Santa Fe|Belgrano|,0,0,0,0,15,79,155,219,287,340,350,527,579,627,634,655,658,666,682,1293,3741,4118,4326,4797,5080,5797,5859,6288,6635,6667,6817,9258,10045,13104,13545,15663,19319,23344,25522,26626,28761,44788
76,Argentina|Santa Fe|Caseros|,0,0,0,0,58,146,322,468,526,570,664,834,1273,1473,1556,1663,1697,1718,1926,2108,4162,4690,5486,6324,6979,8159,8454,10915,12357,12465,13272,17380,20146,25093,25989,29743,36347,44620,49649,52541,55089,82100
77,Argentina|Santa Fe|Garay|,0,0,0,0,3,9,16,19,21,29,139,199,235,267,268,272,272,276,278,303,920,1415,1517,1686,1943,2054,2079,2726,3002,3036,3095,3874,4736,5533,5775,7013,8152,9836,10401,10875,11090,20890
78,Argentina|Santa Fe|General López|,0,0,0,0,173,474,891,1254,1354,1390,1611,2012,2908,3115,3148,3202,3234,3256,3314,7895,13038,14011,14698,18250,19379,21198,21640,25493,27318,28215,30262,42241,51167,62566,66543,75251,91268,99955,106693,110671,118285,191024
79,Argentina|Santa Fe|Iriondo|,0,0,2,2,91,119,316,501,614,646,666,886,1232,1324,1363,1375,1383,1406,1440,2255,4843,5539,5792,6611,7592,8417,8493,10179,11038,11125,11588,14799,16934,21886,22817,26578,30971,36955,39693,41491,44529,66675
80,Argentina|Santa Fe|Las Colonias|,0,0,0,0,21,101,187,236,265,319,476,823,1166,1263,1282,1324,1347,1376,1404,1691,3445,5541,7082,8405,9809,11428,11836,14460,15693,15923,17018,22515,28098,34922,36296,42148,48135,55868,58909,63054,66546,104946
81,Argentina|Santa Fe|Nueve de Julio|,0,0,0,0,2,10,51,81,99,99,214,349,406,415,437,463,469,487,492,862,1328,1466,1494,1599,1659,1812,2141,2302,2787,2832,2955,3730,5377,7261,7602,9529,11673,13814,14946,16152,16932,29832
82,Argentina|Santa Fe|San Cristóbal|,0,0,0,0,26,106,276,468,496,527,809,990,1259,1346,1375,1423,1445,1473,1514,1718,4004,4379,4637,5043,5231,5521,6724,7602,8697,8801,9147,12464,16420,21925,22879,27854,34046,39948,42864,46078,50090,68878
83,Argentina|Santa Fe|San Jerónimo|,0,0,0,0,1,38,85,171,198,220,506,816,993,1049,1067,1099,1110,1148,1158,1212,3154,4621,5442,6550,7190,7662,7880,9734,10792,10955,11353,14586,18083,23197,23717,29391,34365,40325,44854,47927,50296,80840
84,Argentina|Santa Fe|San Martín|,0,0,0,0,3,195,716,847,875,885,966,1136,1393,1542,1792,1816,1823,1845,1852,1877,5193,6067,6482,7368,7662,8677,8768,9941,10752,10825,11317,14171,16450,19854,20344,24223,28471,34694,38204,40067,42678,63842
85,Argentina|Tucumán||,0,0,0,0,3444,5329,7114,8289,9281,10552,11362,14268,20947,22055,23587,36952,42419,58630,62592,80673,94157,99639,102847,109309,120377,126368,133225,155558,169019,204160,231114,287789,353194,426668,496978,563884,633505,680163,719446,737318,764342,1674622
86,Argentina|Chubut||,0,0,0,0,329,1200,2146,2822,2895,3441,4145,4903,6839,8324,8507,8665,9254,11489,13484,21082,29255,35622,41459,46079,48700,54738,57045,60339,66835,74488,82139,91793,102335,122622,146259,172996,198986,220493,242894,260493,275063,618994
87,Argentina|Tierra del Fuego||,0,0,0,0,130,576,938,1217,1337,1745,1842,2238,3045,3162,3263,3519,5640,7118,8584,10270,12132,13080,13437,14527,15866,18499,19392,20328,22033,23183,25041,29461,35117,40749,53276,66875,77089,85522,91468,96524,100165,169183
88,Argentina|Corrientes||,0,0,1,1,1024,2216,4162,5950,6648,7640,8002,8872,12524,14811,15812,16309,16564,16948,17438,28092,39226,48121,62852,79125,91859,109975,114783,129026,142606,152396,160840,187396,203966,241705,265796,309553,362968,392696,422532,450998,468910,1111052
89,Argentina|Corrientes|Bella Vista|,0,0,0,0,34,39,69,115,115,118,121,124,145,184,187,191,193,193,198,605,1154,1603,2596,3899,4294,4906,4956,4991,5539,5590,5740,5914,6192,8203,8882,10321,11510,12922,13495,14083,14838,37181
90,Argentina|Corrientes|Berón de Astrada|,0,0,0,0,0,0,29,30,32,34,34,35,36,36,37,37,37,43,43,73,112,175,184,214,214,239,239,247,256,260,309,316,576,680,699,923,1263,1553,1617,1714,1772,2461
91,Argentina|Corrientes|Capital|,0,0,1,1,562,1211,1927,2529,3122,3993,4287,5021,8373,10534,11398,11807,11950,12236,12556,16360,17567,18955,21495,27346,36126,40713,41137,49778,51758,55900,57043,76648,83466,98051,109870,124528,141615,148434,157817,167616,173696,352646
92,Argentina|Corrientes|Concepción|,0,0,0,0,0,42,73,113,113,113,113,114,116,117,118,118,118,119,123,317,822,1006,1063,1131,1168,1505,1569,1815,2357,2395,2671,2769,3002,3758,4106,5672,7679,8331,8940,9152,9972,21113
93,Argentina|Corrientes|Curuzú Cuatiá|,0,0,0,0,25,49,236,375,376,377,379,385,438,440,445,447,449,449,451,832,1403,1625,3318,4858,5207,6213,6838,7345,7601,7754,8151,8558,8721,9519,10031,12208,13587,14008,15562,19805,21258,44384
94,Argentina|Corrientes|Empedrado|,0,0,0,0,2,38,42,88,91,100,101,105,114,115,121,124,125,127,129,290,733,756,771,846,861,1378,1555,1617,1639,1650,1830,1933,1970,2013,2083,2191,2282,2349,2399,2491,2531,15109
95,Argentina|Corrientes|Esquina|,0,0,0,0,0,82,86,146,147,148,150,156,171,174,174,175,178,179,183,627,812,1603,2223,2829,3047,3721,3984,4123,4179,5048,5362,5597,5824,7452,8095,9362,12439,13863,16322,16578,18090,30802
96,Argentina|Corrientes|Paso de los Libres|,0,0,0,0,55,66,131,174,178,180,183,187,196,199,202,202,205,207,224,310,941,1400,2303,2976,3062,4749,5002,5587,7384,8359,8820,9072,9387,11222,11764,14182,17924,20117,21507,25893,26563,48642
97,Argentina|Corrientes|Saladas|,0,0,0,0,31,36,119,169,170,179,181,183,184,188,190,196,198,198,199,494,959,1187,1604,2297,2438,3004,3243,3711,3875,3890,4097,4304,4404,5337,5579,7345,9353,10073,10563,10736,11905,22244
98,Argentina|Córdoba||,0,2,2,2,6650,12201,19585,20967,21197,24234,25750,37877,51262,52164,52387,53087,72786,80923,100953,175569,208836,216109,239725,252742,275599,297160,345940,391567,404196,447463,492868,676747,829954,1013856,1089996,1358017,1541779,1732856,1857146,1913366,2001456,3722332
99,Argentina|Córdoba|Unión|,0,0,0,0,128,322,529,553,557,716,761,1272,1579,1641,1645,1648,2349,2384,2425,5981,7012,7278,7790,8052,8138,8930,10969,12135,12943,14994,17918,25480,31390,37041,40414,50836,54850,59744,63514,65019,67037,105727
100,Argentina|Jujuy||,0,0,0,0,1703,3009,4366,4384,4388,5668,6769,10051,10726,12663,13804,13943,15188,16293,16363,18255,22150,30267,35024,55916,70920,75434,77773,86037,91847,100682,106391,110892,133400,160520,181736,199288,231168,262680,286061,307376,327463,762440
101,Argentina|Jujuy|El Carmen|,0,0,0,0,141,206,234,235,236,594,613,706,714,740,865,960,1001,1015,1024,1074,2478,3754,3967,6100,6675,7396,7811,9209,9651,10938,11700,12417,16409,20103,22368,24601,28557,31580,34649,37238,39765,97039
102,Argentina|Jujuy|Valle Grande|,0,0,0,0,1,3,20,20,20,20,22,22,23,27,27,27,29,30,31,31,32,34,36,50,171,187,191,208,240,247,272,296,340,386,446,511,582,801,924,987,1075,2451
103,Argentina|Santa Cruz||,0,0,0,0,266,872,1971,2175,2220,2753,3677,4896,5933,6158,6264,6624,7879,8528,9795,12539,15023,18207,23175,28119,31029,36001,37735,39616,43272,44904,51737,61491,73627,88104,101722,113684,125624,134928,142019,155919,166135,356647
104,Argentina|Santa Cruz|Corpen Aike|,0,0,0,0,2,4,145,145,146,146,275,361,405,528,538,548,556,559,588,822,1031,1301,1455,1553,1757,2065,2154,2254,2452,2533,2686,2955,3230,4018,4582,5187,5783,6327,6694,7459,7710,14497
105,Argentina|Santa Cruz|Río Chico|,0,0,0,0,1,2,59,59,59,60,105,124,164,168,178,186,196,202,208,365,418,441,484,520,665,758,787,922,988,1016,1159,1191,1269,1591,1933,2159,2299,2634,2751,2954,3102,7277
107,Austria|||,0,0,0,391,4824,22234,101081,188967,228296,249339,264219,294733,342279,435033,515500,652977,750030,809496,877881,1000827,1111880,1302780,1547425,1836001,2193890,2547359,2955816,3400806,3769868,4099051,4392950,4653835,4876005,5027337,5144456,5206462,5256951,5302136,5348663,5394529,5435180,8858775
108,Austria|Burgenland||,0,0,0,79,131,457,3036,6353,7154,7558,7802,8919,11958,16618,18573,23415,25196,25505,26952,29093,35309,43131,58874,69657,83173,101683,124074,140278,150260,156956,165398,176239,184923,190222,195525,197030,198296,198910,200230,201899,202838,293433
118,Austria|Carinthia||,0,0,0,0,5,1492,8628,13488,14464,15544,17139,23984,29437,33478,33702,41944,44653,46163,48704,58202,68733,83247,104161,125063,155207,178673,204155,225038,240996,256349,271758,286500,296403,300792,304113,307228,310171,313520,317396,320500,322957,560939
129,Austria|Lower Austria||,0,0,0,20,2211,5210,17836,31788,37049,44835,50954,57553,69046,83903,97684,116038,144589,159252,195123,237467,270261,287281,306990,348184,394808,444331,534328,639696,752637,827186,893798,948989,990971,1020709,1027672,1035869,1044618,1052601,1061311,1069215,1076478,1677542
154,Austria|Upper Austria||,0,0,0,0,69,1047,12712,29215,42010,45709,46328,47110,56406,65343,88544,108616,123474,126034,129705,145686,152819,202853,234057,285169,351870,420862,485250,548955,591244,641085,681085,724644,758897,781843,796910,805452,811982,819348,826113,832193,838311,1482095
162,Austria|Salzburg||,0,0,0,0,101,1788,7192,12054,12821,13246,13667,14902,18100,25905,33070,43187,46655,49136,51466,55989,61276,70616,84265,100934,124654,151775,181473,206737,234146,259024,274098,286365,294042,299387,303865,307472,310567,313193,315306,318402,320692,555221
169,Austria|Styria||,0,0,0,1,61,2626,13827,30095,34531,36256,37952,39719,40839,70073,74125,77114,80230,98846,102105,108613,115921,138381,180471,217145,279047,338708,384841,464785,503681,543432,584368,614494,650517,686127,727156,738570,744635,749662,755232,761878,767135,1243052
183,Austria|Tyrol||,0,0,0,4,107,878,9900,14934,16917,19493,20174,25375,31339,35186,46092,97440,110738,113131,115838,121841,131178,143770,161393,178013,209020,234484,265426,295816,318204,342872,366578,391204,414609,424022,430271,433985,437186,440668,443694,446790,449632,754705
193,Austria|Vorarlberg||,0,0,0,267,271,3725,6812,11086,12389,12426,13762,15684,18279,26020,28619,29988,34557,34627,34792,38964,44152,57352,72525,90460,107815,126343,147090,171428,182851,206197,220784,221911,222907,225602,229234,231061,232633,233797,236064,237251,238757,394297
198,Austria|Vienna||,0,0,0,8,1792,4744,19762,37578,48169,51272,53278,58044,63109,74248,90351,109545,133620,150112,166019,196840,223090,265051,331045,404608,468316,527005,601281,675332,758320,823707,888372,952426,1007721,1040538,1069209,1087721,1103413,1115830,1127532,1139234,1150160,1897491
200,Australia|||,0,0,0,0,0,0,0,0,0,0,0,0,467,16781,67238,89052,114273,135256,146346,163265,183689,212940,497821,568490,693242,857720,1211798,1855470,2303513,2801465,3326691,3927056,4611321,5372888,6190566,7044253,7879487,8720390,9633085,10634837,11689936,25364307
201,Australia|Australian Capital Territory||,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13826,19309,21153,25439,28967,35790,50219,58931,68133,80691,78713,89739,104279,123827,139929,157819,174745,192709,210310,229808,396857
202,Australia|New South Wales||,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31212,44208,54668,63537,68656,77392,84963,96745,153886,180397,237250,294965,396246,564930,683667,846261,1034280,1252304,1501249,1767176,2052364,2353563,2678906,3031072,3461082,3953132,4428121,7480228
203,Australia|Northern Territory||,0,0,0,0,0,0,0,0,0,0,0,0,467,1429,2092,2921,4524,5214,5634,6026,7113,8730,11034,13637,16222,20510,25026,32264,37358,44216,49689,46553,51794,57697,64123,70660,76853,84094,90957,97940,103868,245562
204,Australia|Queensland||,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,7000,7000,7000,7000,7000,7000,7000,84774,92542,105173,128324,188420,363682,467536,573150,667000,753447,880512,1010014,1138868,1278711,1419178,1566297,1707734,1849042,1994781,4703193
205,Australia|South Australia||,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38828,44675,52740,61844,79600,128817,162764,199125,236133,275925,318824,368567,422198,480571,534320,581740,632028,685159,737883,1676653
206,Australia|Tasmania||,0,0,0,0,0,0,0,0,0,0,0,0,0,2178,2535,2535,2535,8217,8217,8217,8217,8217,22000,22598,25637,27397,40728,59520,71700,81899,93061,107465,121799,142028,161237,181777,199599,213699,228031,248406,264643,509965
