19,76,71,16,9,16,101,43,20,34,26,96,5,50,9,44,23,19,27,10,37,2,67,33,29,33,53,8,8,48,87,17,20,14,41,37,51,66,9,53,11,37,26,16,2,8,24,22,25,8,2,0,0,25,0,0
39,372,189,44,49,62,433,227,117,95,130,410,19,285,80,249,114,69,93,37,160,11,356,189,109,136,262,65,56,268,432,137,136,86,191,205,225,342,27,238,54,175,76,47,16,38,125,125,134,26,6,0,0,137,0,0
9,20,52,7,1,0,19,10,2,18,8,16,8,2,1,4,10,3,16,2,11,30,8,12,2,1,11,0,1,2,10,1,1,4,12,2,5,13,0,14,2,10,12,3,0,2,12,1,1,0,0,0,0,1,0,0
84,686,393,96,103,164,826,424,191,200,325,771,25,541,130,457,217,137,186,68,351,9,655,365,251,307,490,118,83,478,813,232,268,150,346,351,479,604,68,482,102,339,176,98,48,81,249,276,214,68,13,0,0,286,0,0
42,377,183,45,60,70,445,227,102,87,154,446,12,285,69,239,103,68,89,35,186,13,364,197,121,156,250,50,50,277,433,134,131,85,181,196,221,351,24,236,49,172,68,49,20,33,124,112,133,26,4,0,0,149,0,0
32,269,122,38,29,47,313,164,61,57,100,280,9,199,46,162,67,55,61,29,107,2,245,116,94,105,147,29,32,200,291,74,91,45,118,154,135,246,20,148,33,107,64,30,7,40,79,74,109,17,4,0,0,98,0,0
31,283,137,33,51,64,345,180,74,69,122,342,15,230,47,203,84,68,74,31,131,1,299,159,106,102,210,46,28,214,335,90,105,64,142,146,194,270,19,169,40,123,62,42,23,42,94,106,96,33,6,0,0,101,0,0
72,501,307,74,71,102,623,320,133,163,210,584,24,396,96,335,148,117,139,55,262,12,489,249,149,212,375,76,63,368,589,168,185,116,268,272,308,491,50,339,60,238,127,70,31,61,180,172,177,39,11,0,0,191,0,0
5,139,37,9,12,13,164,81,38,20,35,126,4,104,31,92,37,18,19,8,68,0,122,53,32,48,81,12,26,98,141,63,49,27,69,81,59,141,3,98,19,66,17,11,2,22,50,35,52,4,0,0,0,50,0,0
12,70,38,8,18,26,85,41,16,21,43,95,6,61,10,53,19,16,22,8,51,1,80,50,32,28,60,23,0,50,83,23,25,16,41,29,67,62,8,45,7,29,17,14,11,3,21,39,19,11,1,0,0,32,0,0
59,462,239,69,78,145,549,269,131,133,248,531,20,375,92,341,156,100,130,47,259,3,472,274,201,215,354,95,51,304,550,160,202,105,251,216,358,396,51,330,64,233,126,74,38,42,156,215,116,59,12,0,0,204,0,0
107,774,431,119,131,199,952,483,216,240,364,858,36,633,150,552,247,172,215,85,422,11,797,439,298,345,582,137,89,552,912,277,310,182,425,401,567,710,81,566,106,379,210,116,59,92,274,319,235,87,20,0,0,317,0,0
20,220,95,24,45,51,269,136,65,49,117,275,13,191,43,161,67,40,56,17,128,1,226,134,73,88,164,58,23,160,266,82,97,49,121,115,156,198,16,146,28,110,47,32,17,30,69,96,75,21,3,0,0,95,0,0
28,274,113,26,43,61,310,158,62,58,106,308,12,198,47,175,67,50,56,20,130,1,263,130,93,106,185,45,25,200,304,98,85,49,138,134,173,248,22,164,35,107,48,39,17,27,92,86,97,22,1,0,0,109,0,0
23,162,100,21,24,29,182,99,40,46,66,194,9,120,29,102,47,30,42,14,84,4,153,87,43,64,118,24,19,115,187,54,50,35,87,83,92,142,12,88,16,76,33,14,11,25,52,51,55,13,1,0,0,62,0,0
49,354,181,57,54,75,434,221,104,109,164,406,16,279,70,250,105,93,95,43,186,12,344,183,126,144,271,65,42,254,427,122,139,84,190,179,240,325,37,249,50,169,87,56,28,34,129,144,121,35,6,0,0,137,0,0
42,333,179,46,55,110,398,194,92,95,181,357,15,267,63,238,109,68,93,35,195,3,339,197,154,147,262,77,29,211,390,114,137,75,176,151,285,268,39,256,54,168,88,49,32,57,107,172,77,41,8,0,0,145,0,0
39,484,226,68,50,71,605,306,127,127,199,557,20,380,88,318,133,92,106,47,225,5,480,221,131,196,307,56,69,364,574,160,172,92,244,291,234,476,27,297,58,224,115,50,13,68,161,131,191,23,7,0,0,183,0,0
88,606,319,91,103,177,716,349,182,192,314,679,30,478,118,448,200,131,174,63,328,14,597,351,249,273,482,135,65,398,711,203,251,137,327,277,471,523,65,440,89,316,160,95,46,56,218,281,159,65,15,0,0,265,0,0
5,65,20,7,9,5,84,40,12,16,18,76,1,49,8,46,13,22,12,8,27,0,66,23,19,19,49,3,8,51,80,16,23,12,37,38,27,65,14,38,10,28,13,3,0,8,20,16,31,0,2,0,0,15,0,0
57,484,253,72,66,98,611,299,130,148,204,560,28,387,88,340,133,112,126,54,233,14,490,240,158,176,344,89,52,343,577,159,171,92,253,271,300,454,39,308,66,217,112,53,26,44,157,177,175,38,9,0,0,176,0,0
11,83,48,16,12,23,120,56,21,33,48,94,5,75,16,59,23,19,24,10,52,2,98,48,32,38,57,16,7,63,101,28,32,15,46,56,57,86,10,58,4,38,26,8,6,19,27,33,27,7,4,0,0,34,0,0
40,324,156,44,49,72,401,193,85,97,135,371,19,255,59,220,89,65,90,36,173,10,335,174,112,124,235,60,32,235,373,114,109,75,168,171,222,318,28,216,41,139,72,47,22,25,106,121,109,24,6,0,0,125,0,0
32,177,131,40,20,28,224,103,38,68,63,223,10,123,23,113,44,53,58,23,77,13,176,70,65,64,124,17,17,126,210,47,49,32,88,89,115,164,13,114,26,73,44,29,4,24,58,54,67,12,2,0,0,50,0,0
17,114,67,21,18,17,123,64,34,36,41,139,8,77,22,82,32,31,31,15,51,3,103,52,32,46,73,11,17,85,128,39,42,19,58,57,54,106,3,59,11,52,30,13,2,39,45,22,43,5,0,0,0,37,0,0
0,52,14,1,3,3,52,34,17,5,11,57,0,39,11,34,15,12,8,2,16,0,49,20,6,23,30,2,11,39,59,17,17,11,28,33,12,47,0,25,5,21,4,2,8,2,16,8,22,0,0,0,0,19,0,0
15,63,36,12,13,35,99,40,18,29,27,84,3,45,9,62,15,12,28,7,38,2,77,32,45,46,65,18,3,42,95,35,24,31,30,55,74,56,8,39,25,22,24,38,3,403,38,24,15,5,3,0,0,21,0,0
47,249,136,37,46,56,278,146,68,74,89,302,14,191,43,166,73,56,67,25,125,12,253,128,81,96,185,46,27,168,282,78,96,55,135,118,162,230,19,161,31,112,57,39,16,35,83,85,82,17,2,0,0,93,0,0
14,280,99,32,20,39,340,183,65,51,103,276,8,213,52,178,73,48,49,20,124,1,272,110,74,106,168,32,39,214,314,95,85,50,139,173,129,281,16,172,33,118,53,21,9,24,81,76,112,11,4,0,0,103,0,0
39,203,117,36,39,80,233,117,69,72,128,205,10,159,44,160,77,53,64,25,129,2,206,133,110,96,171,52,19,113,233,74,99,50,118,78,190,155,32,169,27,110,67,38,21,15,78,113,32,33,7,0,0,92,0,0
9,67,20,11,5,3,72,45,22,10,23,88,1,51,11,51,15,19,14,7,27,0,69,27,16,33,38,5,11,60,87,21,22,13,37,40,21,66,0,38,6,24,12,5,0,4,18,10,33,12,0,0,0,25,0,0
1,17,7,3,0,2,23,9,2,6,5,18,0,11,1,10,2,3,6,2,6,0,13,4,4,6,11,0,1,12,20,3,1,1,6,8,7,15,2,10,4,6,2,0,0,3,2,4,7,0,0,0,0,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,268,121,27,48,53,338,175,74,51,112,307,12,225,52,193,84,62,62,24,135,1,282,150,100,101,190,47,34,207,312,99,112,61,137,146,183,270,15,176,37,127,50,34,19,24,91,106,92,25,6,0,0,96,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
