,from_city,from_country,to_city,to_country,num_flights
740,Harbin,China,Nanjing,China,3
741,Harbin,China,Manzhouli,China,1
742,Harbin,China,Shijiazhuang,China,3
743,Harbin,China,Jinan,China,7
744,Harbin,China,Tianjin,China,8
745,Harbin,China,Wenzhou,China,1
746,Harbin,China,Wuhan,China,1
747,Harbin,China,Xi'an,China,5
748,Harbin,China,Xuzhou,China,1
750,Yinchuan,China,Chongqing,China,4
751,Yinchuan,China,Chengdu,China,3
752,Yinchuan,China,Harbin,China,1
753,Yinchuan,China,Guilin,China,1
754,Jiayuguan,China,Lanzhou,China,3
755,Jinghonggasa,China,Chengdu,China,2
756,Jinghonggasa,China,Kunming,China,10
757,Qianjiang,China,Chengdu,China,1
758,Quanzhou,China,Guiyang,China,3
759,Quanzhou,China,Wuhan,China,3
760,Jiuzhaigou,China,Chengdu,China,7
761,Kashi,China,Urumqi,China,9
762,Nanchang,China,Chongqing,China,4
763,Nanchang,China,Chengdu,China,4
764,Nanchang,China,Kunming,China,4
765,Nanchang,China,Ninbo,China,2
766,Kunming,China,Zhengzhou,China,7
767,Kunming,China,Chongqing,China,9
768,Kunming,China,Changcha,China,8
769,Kunming,China,Chengdu,China,9
770,Kunming,China,Jinghonggasa,China,10
771,Kunming,China,Nanchang,China,4
772,Kunming,China,Guiyang,China,7
773,Kunming,China,Luxi,China,3
774,Kunming,China,Ninbo,China,2
775,Kunming,China,Nanjing,China,8
776,Kunming,China,Qingdao,China,3
777,Kunming,China,Jinan,China,6
779,Kunming,China,Wanxian,China,1
780,Kunming,China,Xi'an,China,8
781,Kunming,China,Xiamen,China,8
782,Kunming,China,Xuzhou,China,1
783,Ganzhou,China,Chengdu,China,1
784,Ganzhou,China,Xiamen,China,1
785,Guiyang,China,Chengdu,China,6
786,Guiyang,China,Hangzhou,China,6
787,Guiyang,China,Quanzhou,China,3
788,Guiyang,China,Kunming,China,7
789,Guiyang,China,Lanzhou,China,1
790,Guiyang,China,Sanya,China,4
791,Guiyang,China,Wenzhou,China,3
792,Guiyang,China,Xuzhou,China,2
793,Guilin,China,Yinchuan,China,1
794,Guilin,China,Shijiazhuang,China,2
795,Guilin,China,Sanya,China,1
796,Lanzhou,China,Chongqing,China,3
797,Lanzhou,China,Chengdu,China,4
798,Lanzhou,China,Dunhuang,China,2
799,Lanzhou,China,Jiayuguan,China,3
800,Lanzhou,China,Guiyang,China,1
801,Lanzhou,China,Tianjin,China,2
802,Lijiang,China,Chongqing,China,7
803,Lijiang,China,Chengdu,China,5
804,Lijiang,China,Mianyang,China,1
805,Luxi,China,Chengdu,China,1
806,Luxi,China,Kunming,China,3
807,Lhasa,China,Chongqing,China,8
808,Lhasa,China,Chengdu,China,5
809,Lhasa,China,Xiahe city,China,1
810,Lhasa,China,Xi'an,China,3
811,Lhasa,China,Xining,China,2
812,Linyi,China,Xi'an,China,1
813,Nyingchi,China,Chengdu,China,4
815,Mianyang,China,Lijiang,China,1
816,Mianyang,China,Nanjing,China,1
817,Mianyang,China,Sanya,China,1
818,Mianyang,China,Xining,China,1
819,Ninbo,China,Chongqing,China,3
820,Ninbo,China,Haikou,China,2
821,Ninbo,China,Harbin,China,2
822,Ninbo,China,Nanchang,China,2
823,Ninbo,China,Kunming,China,2
824,Ninbo,China,Shenyang,China,1
825,Ninbo,China,Sanya,China,2
826,Nanjing,China,Changchun,China,6
827,Nanjing,China,Chongqing,China,5
828,Nanjing,China,Chengdu,China,5
829,Nanjing,China,Dayong,China,2
830,Nanjing,China,Harbin,China,3
831,Nanjing,China,Kunming,China,8
832,Nanjing,China,Mianyang,China,1
833,Nanjing,China,Sanya,China,3
834,Nanning,China,Chongqing,China,4
835,Nanning,China,Chengdu,China,3
837,Nanning,China,Wuhan,China,7
838,Manzhouli,China,Harbin,China,1
839,Beijing,China,Chongqing,China,8
840,Beijing,China,Chengdu,China,8
841,Beijing,China,Wanxian,China,1
842,Beijing,China,Zhongwei,China,1
843,Shanghai,China,Chongqing,China,14
844,Shanghai,China,Chengdu,China,14
846,Panzhihua,China,Chongqing,China,1
847,Panzhihua,China,Chengdu,China,3
849,Shenyang,China,Changcha,China,1
850,Shenyang,China,Chengdu,China,3
851,Shenyang,China,Dongsheng,China,1
852,Shenyang,China,Ninbo,China,1
853,Shenyang,China,Taiyuan,China,4
854,Shenyang,China,Xuzhou,China,1
856,Shijiazhuang,China,Chengdu,China,3
857,Shijiazhuang,China,Harbin,China,3
858,Shijiazhuang,China,Guilin,China,2
861,Shantou,China,Chongqing,China,1
863,Sanya,China,Chongqing,China,5
864,Sanya,China,Chengdu,China,5
865,Sanya,China,Guiyang,China,4
866,Sanya,China,Guilin,China,1
867,Sanya,China,Mianyang,China,1
868,Sanya,China,Ninbo,China,2
869,Sanya,China,Nanjing,China,3
870,Sanya,China,Jinan,China,2
871,Sanya,China,Wenzhou,China,3
872,Sanya,China,Yibin,China,1
873,Shenzhen,China,Chongqing,China,6
874,Shenzhen,China,Chengdu,China,7
875,Shenzhen,China,Wanxian,China,1
876,Qingdao,China,Chengdu,China,6
877,Qingdao,China,Kunming,China,3
878,Jinan,China,Changchun,China,6
879,Jinan,China,Chongqing,China,5
880,Jinan,China,Chengdu,China,7
881,Jinan,China,Dalian,China,6
882,Jinan,China,Harbin,China,7
883,Jinan,China,Kunming,China,6
884,Jinan,China,Sanya,China,2
885,Jinan,China,Xi'an,China,7
889,Tianjin,China,Changchun,China,2
890,Tianjin,China,Chongqing,China,7
891,Tianjin,China,Chengdu,China,6
892,Tianjin,China,Hangzhou,China,5
893,Tianjin,China,Harbin,China,8
894,Tianjin,China,Lanzhou,China,2
895,Taiyuan,China,Chongqing,China,3
896,Taiyuan,China,Chengdu,China,5
897,Taiyuan,China,Datong,China,3
898,Taiyuan,China,Hangzhou,China,5
899,Taiyuan,China,Shenyang,China,4
900,Urumqi,China,Zhengzhou,China,9
901,Urumqi,China,Chongqing,China,6
902,Urumqi,China,Chengdu,China,5
903,Urumqi,China,Kashi,China,9
904,Urumqi,China,Xi'an,China,9
905,Yulin,China,Xi'an,China,4
906,Wenzhou,China,Changcha,China,4
907,Wenzhou,China,Chengdu,China,4
908,Wenzhou,China,Harbin,China,1
909,Wenzhou,China,Guiyang,China,3
910,Wenzhou,China,Sanya,China,3
911,Wuhan,China,Chongqing,China,6
912,Wuhan,China,Chengdu,China,7
913,Wuhan,China,Harbin,China,1
914,Wuhan,China,Quanzhou,China,3
915,Wuhan,China,Nanning,China,7
916,Wuxi,China,Chongqing,China,4
917,Wuxi,China,Chengdu,China,4
918,Wanxian,China,Chengdu,China,1
919,Wanxian,China,Kunming,China,1
920,Wanxian,China,Beijing,China,1
921,Wanxian,China,Shenzhen,China,1
922,Xichang,China,Chengdu,China,3
923,Xi'an,China,Beihai,China,1
924,Xi'an,China,Chongqing,China,10
925,Xi'an,China,Chengdu,China,8
926,Xi'an,China,Fuzhou,China,5
927,Xi'an,China,Xiahe city,China,1
928,Xi'an,China,Harbin,China,5
929,Xi'an,China,Kunming,China,8
930,Xi'an,China,Lhasa,China,3
931,Xi'an,China,Linyi,China,1
932,Xi'an,China,Jinan,China,7
933,Xi'an,China,Urumqi,China,9
934,Xi'an,China,Yulin,China,4
935,Xi'an,China,Xiamen,China,7
936,Xi'an,China,Xining,China,9
937,Xi'an,China,Yibin,China,1
938,Xiamen,China,Changcha,China,8
939,Xiamen,China,Chengdu,China,6
940,Xiamen,China,Changzhou,China,2
941,Xiamen,China,Kunming,China,8
942,Xiamen,China,Ganzhou,China,1
943,Xiamen,China,Xi'an,China,7
944,Xining,China,Chongqing,China,7
945,Xining,China,Chengdu,China,5
946,Xining,China,Lhasa,China,2
947,Xining,China,Mianyang,China,1
948,Xining,China,Xi'an,China,9
949,Xining,China,Zhongwei,China,1
950,Xuzhou,China,Chengdu,China,1
951,Xuzhou,China,Dalian,China,1
952,Xuzhou,China,Harbin,China,1
953,Xuzhou,China,Kunming,China,1
954,Xuzhou,China,Guiyang,China,2
955,Xuzhou,China,Shenyang,China,1
956,Yibin,China,Sanya,China,1
957,Yibin,China,Xi'an,China,1
958,Yichang,China,Chongqing,China,3
959,Yichang,China,Chengdu,China,1
961,Yangzhou,China,Chengdu,China,1
963,Zhanjiang,China,Chongqing,China,1
965,Zhongwei,China,Beijing,China,1
966,Zhongwei,China,Xining,China,1
967,Zhuhai,China,Changzhou,China,1
968,Zhuhai,China,Haikou,China,3
2699,Baotou,China,Xi'an,China,2
2700,Zhengzhou,China,Lijiang,China,1
2701,Chongqing,China,Xuzhou,China,1
2702,Changcha,China,Lijiang,China,2
2703,Changcha,China,Nanjing,China,6
2704,Chengdu,China,Tengchong,China,1
2705,Shangri-La,China,Kunming,China,3
2706,Dalian,China,Tianjin,China,8
2707,Dalian,China,Wuhan,China,4
2708,Dali,China,Jinghonggasa,China,2
2709,Dali,China,Kunming,China,3
2710,Fuzhou,China,Nanning,China,4
2711,Haikou,China,Kunming,China,4
2712,Hohhot,China,Taiyuan,China,2
2713,Hefei,China,Kunming,China,4
2714,Hefei,China,Lijiang,China,1
2715,Hefei,China,Shanghai,China,2
2716,Hangzhou,China,Kunming,China,8
2717,Hangzhou,China,Ganzhou,China,1
2718,Jinghonggasa,China,Dali,China,2
2719,Jinghonggasa,China,Lijiang,China,5
2720,Kunming,China,Shangri-La,China,3
2721,Kunming,China,Dali,China,3
2722,Kunming,China,Haikou,China,4
2723,Kunming,China,Hefei,China,4
2724,Kunming,China,Hangzhou,China,8
2725,Kunming,China,Ganzhou,China,1
2726,Kunming,China,Guilin,China,3
2727,Kunming,China,Lanzhou,China,3
2728,Kunming,China,Lijiang,China,6
2729,Kunming,China,Nanning,China,6
2730,Kunming,China,Beijing,China,6
2731,Kunming,China,Shanghai,China,12
2732,Kunming,China,Simao,China,3
2733,Kunming,China,Sanya,China,3
2734,Kunming,China,Tengchong,China,2
2735,Kunming,China,Taiyuan,China,4
2736,Kunming,China,Wuhan,China,8
2737,Kunming,China,Xining,China,1
2738,Kunming,China,Yichun,China,1
2739,Kunming,China,Yichang,China,1
2740,Ganzhou,China,Hangzhou,China,1
2741,Ganzhou,China,Kunming,China,1
2742,Guiyang,China,Lijiang,China,2
2743,Guiyang,China,Nanjing,China,4
2745,Guilin,China,Kunming,China,3
2746,Guilin,China,Xiamen,China,6
2747,Lanzhou,China,Kunming,China,3
2748,Lanzhou,China,Urumqi,China,9
2749,Lijiang,China,Zhengzhou,China,1
2750,Lijiang,China,Changcha,China,2
2751,Lijiang,China,Hefei,China,1
2752,Lijiang,China,Jinghonggasa,China,5
2753,Lijiang,China,Kunming,China,7
2754,Lijiang,China,Guiyang,China,2
2755,Lijiang,China,Ninbo,China,1
2756,Lijiang,China,Nanjing,China,2
2757,Lijiang,China,Shenzhen,China,1
2758,Lijiang,China,Taiyuan,China,1
2759,Lijiang,China,Wuhan,China,3
2760,Lijiang,China,Xi'an,China,5
2761,Luxi,China,Beijing,China,1
2762,Ninbo,China,Lijiang,China,1
2763,Ninbo,China,Yichang,China,1
2764,Nanjing,China,Changcha,China,6
2765,Nanjing,China,Guiyang,China,4
2766,Nanjing,China,Lijiang,China,2
2767,Nanning,China,Fuzhou,China,4
2768,Nanning,China,Kunming,China,6
2769,Beijing,China,Kunming,China,6
2770,Beijing,China,Luxi,China,1
2771,Shanghai,China,Hefei,China,2
2772,Shanghai,China,Kunming,China,11
2773,Shanghai,China,Yichun,China,1
2775,Simao,China,Kunming,China,3
2776,Sanya,China,Kunming,China,3
2777,Shenzhen,China,Lijiang,China,1
2778,Qingdao,China,Wuhan,China,6
2779,Tengchong,China,Chengdu,China,1
2780,Tengchong,China,Kunming,China,2
2781,Tianjin,China,Dalian,China,8
2782,Taiyuan,China,Hohhot,China,2
2783,Taiyuan,China,Kunming,China,4
2784,Taiyuan,China,Lijiang,China,1
2785,Urumqi,China,Lanzhou,China,8
2786,Urumqi,China,Xining,China,2
2787,Wuhan,China,Dalian,China,4
2788,Wuhan,China,Kunming,China,8
2789,Wuhan,China,Lijiang,China,3
2790,Wuhan,China,Qingdao,China,6
2791,Xi'an,China,Baotou,China,2
2792,Xi'an,China,Lijiang,China,5
2793,Xiamen,China,Guilin,China,6
2794,Xining,China,Kunming,China,1
2795,Xining,China,Urumqi,China,2
2796,Xuzhou,China,Chongqing,China,1
2797,Yichun,China,Kunming,China,1
2798,Yichun,China,Shanghai,China,1
2799,Yichang,China,Kunming,China,1
2800,Yichang,China,Ninbo,China,1
2976,Guangzhou,China,Shanghai,China,13
2977,Guangzhou,China,Shijiazhuang,China,3
2978,Changde,China,Kunming,China,1
2979,Changde,China,Shanghai,China,1
2980,Changchun,China,Shanghai,China,5
2982,Chongqing,China,Luoyang,China,1
2983,Chongqing,China,Shijiazhuang,China,4
2985,Changcha,China,Shanghai,China,8
2986,Dalian,China,Shanghai,China,7
2987,Dalian,China,Shijiazhuang,China,2
2988,Dayong,China,Shanghai,China,3
2989,Hohhot,China,Shijiazhuang,China,2
2990,Hangzhou,China,Guilin,China,8
2991,Hangzhou,China,Shenyang,China,7
2992,Hangzhou,China,Shijiazhuang,China,7
2993,Hangzhou,China,Sanya,China,8
2994,Hangzhou,China,Shenzhen,China,7
2995,Huai An,China,Harbin,China,1
2996,Huai An,China,Shenzhen,China,1
2999,Harbin,China,Huai An,China,1
3000,Harbin,China,Shanghai,China,5
3003,Qianjiang,China,Kunming,China,2
3004,Qianjiang,China,Shanghai,China,1
3005,Quanzhou,China,Shanghai,China,5
3008,Kunming,China,Changde,China,1
3009,Kunming,China,Qianjiang,China,2
3010,Kunming,China,Mianyang,China,2
3011,Kunming,China,Shijiazhuang,China,4
3012,Kunming,China,Zunyi,China,1
3013,Guiyang,China,Shanghai,China,11
3014,Guilin,China,Hangzhou,China,8
3015,Guilin,China,Shanghai,China,9
3016,Lanzhou,China,Shanghai,China,5
3017,Luoyang,China,Chongqing,China,1
3018,Luoyang,China,Shenyang,China,1
3020,Mianyang,China,Kunming,China,2
3021,Mianyang,China,Shanghai,China,3
3022,Mianyang,China,Shenyang,China,1
3023,Nanjing,China,Shenyang,China,6
3024,Nanning,China,Shanghai,China,8
3027,Shanghai,China,Changchun,China,5
3030,Shanghai,China,Dalian,China,7
3031,Shanghai,China,Dayong,China,3
3034,Shanghai,China,Harbin,China,5
3038,Shanghai,China,Guilin,China,9
3040,Shanghai,China,Nanning,China,8
3042,Shanghai,China,Shenyang,China,7
3044,Shanghai,China,Sanya,China,8
3046,Shanghai,China,Qingdao,China,12
3048,Shanghai,China,Xiamen,China,10
3049,Shanghai,China,Zhanjiang,China,3
3051,Shanghai,China,Guangzhou,China,13
3052,Shanghai,China,Changde,China,1
3053,Shanghai,China,Changcha,China,7
3054,Shanghai,China,Qianjiang,China,1
3055,Shanghai,China,Quanzhou,China,5
3056,Shanghai,China,Guiyang,China,11
3057,Shanghai,China,Lanzhou,China,5
3058,Shanghai,China,Shijiazhuang,China,6
3059,Shanghai,China,Shantou,China,5
3060,Shanghai,China,Shenzhen,China,13
3061,Shanghai,China,Urumqi,China,8
3062,Shanghai,China,Xi'an,China,13
3063,Shanghai,China,Zhuhai,China,8
3064,Shanghai,China,Zunyi,China,1
3065,Shenyang,China,Hangzhou,China,7
3066,Shenyang,China,Luoyang,China,1
3067,Shenyang,China,Mianyang,China,1
3068,Shenyang,China,Nanjing,China,6
3069,Shenyang,China,Shanghai,China,7
3070,Shenyang,China,Shijiazhuang,China,3
3071,Shenyang,China,Shenzhen,China,3
3072,Shenyang,China,Xi'an,China,6
3074,Shijiazhuang,China,Guangzhou,China,3
3075,Shijiazhuang,China,Chongqing,China,4
3076,Shijiazhuang,China,Dalian,China,2
3077,Shijiazhuang,China,Hohhot,China,2
3078,Shijiazhuang,China,Hangzhou,China,7
3079,Shijiazhuang,China,Kunming,China,4
3080,Shijiazhuang,China,Shanghai,China,6
3081,Shijiazhuang,China,Shenyang,China,3
3082,Shijiazhuang,China,Shenzhen,China,4
3084,Shijiazhuang,China,Xiamen,China,1
3085,Shantou,China,Shanghai,China,4
3086,Sanya,China,Hangzhou,China,8
3087,Sanya,China,Shanghai,China,8
3088,Shenzhen,China,Hangzhou,China,8
3089,Shenzhen,China,Huai An,China,1
3090,Shenzhen,China,Shanghai,China,13
3091,Shenzhen,China,Shenyang,China,3
3092,Shenzhen,China,Shijiazhuang,China,4
3094,Qingdao,China,Shanghai,China,11
3097,Urumqi,China,Shanghai,China,8
3098,Xi'an,China,Shanghai,China,13
3099,Xi'an,China,Shenyang,China,6
3100,Xiamen,China,Shanghai,China,10
3101,Xiamen,China,Shijiazhuang,China,1
3102,Zhanjiang,China,Shanghai,China,3
3103,Zhuhai,China,Shanghai,China,9
3104,Zunyi,China,Kunming,China,1
3105,Zunyi,China,Shanghai,China,1
8116,Guangzhou,China,Hangzhou,China,12
8117,Guangzhou,China,Shenyang,China,4
8119,Guangzhou,China,Wuhan,China,5
8328,Enshi,China,Wuhan,China,4
8410,Kunming,China,Guangzhou,China,6
8537,Baishan,China,Shenyang,China,2
8644,Shenyang,China,Guangzhou,China,4
8645,Shenyang,China,Baishan,China,2
8714,Wuhan,China,Guangzhou,China,5
8716,Wuhan,China,Enshi,China,4
11826,Guangzhou,China,Tianjin,China,5
11830,Changcha,China,Dayong,China,2
11831,Changcha,China,Hangzhou,China,5
11832,Changcha,China,Zhijiang,China,2
11833,Changcha,China,Yongzhou,China,1
11834,Changcha,China,Sanya,China,5
11835,Changcha,China,Qingdao,China,4
11836,Changcha,China,Tongren,China,1
11837,Changcha,China,Tianjin,China,5
11838,Changcha,China,Xi'an,China,7
11839,Changcha,China,Zhanjiang,China,1
11840,Dalian,China,Yantai,China,1
11841,Dayong,China,Changcha,China,2
11842,Dayong,China,Tianjin,China,1
11843,Heihe,China,Harbin,China,2
11844,Heihe,China,Mohe County,China,1
11845,Hohhot,China,Tianjin,China,6
11846,Hangzhou,China,Changcha,China,5
11847,Zhijiang,China,Changcha,China,2
11848,Harbin,China,Heihe,China,2
11849,Harbin,China,Jiagedaqi District,China,2
11850,Harbin,China,Jiamusi,China,1
11851,Harbin,China,Jixi,China,1
11852,Jiagedaqi District,China,Harbin,China,2
11853,Jiagedaqi District,China,Mohe County,China,1
11854,Jiamusi,China,Harbin,China,1
11855,Jixi,China,Harbin,China,1
11856,Kunming,China,Yulin,China,1
11857,Guilin,China,Tianjin,China,1
11858,Yongzhou,China,Changcha,China,1
11859,Ninbo,China,Tianjin,China,2
11860,Nanning,China,Shenzhen,China,5
11861,Nanning,China,Xi'an,China,5
11862,Mohe County,China,Heihe,China,1
11863,Mohe County,China,Jiagedaqi District,China,1
11864,Shenyang,China,Qingdao,China,9
11865,Sanya,China,Changcha,China,5
11866,Sanya,China,Zhuhai,China,2
11867,Shenzhen,China,Nanning,China,5
11868,Shenzhen,China,Tianjin,China,6
11869,Qingdao,China,Changcha,China,4
11870,Qingdao,China,Shenyang,China,9
11871,Tongren,China,Changcha,China,1
11872,Tianjin,China,Guangzhou,China,5
11874,Tianjin,China,Changcha,China,5
11875,Tianjin,China,Dayong,China,1
11876,Tianjin,China,Hohhot,China,6
11877,Tianjin,China,Guilin,China,1
11878,Tianjin,China,Ninbo,China,2
11879,Tianjin,China,Shenzhen,China,6
11880,Tianjin,China,Yulin,China,1
11881,Tianjin,China,Xi'an,China,7
11882,Tianjin,China,Xiamen,China,5
11883,Tianjin,China,Xining,China,1
11884,Tianjin,China,Yantai,China,2
11885,Tianjin,China,Zhuhai,China,1
11886,Yulin,China,Kunming,China,1
11887,Yulin,China,Tianjin,China,1
11888,Xi'an,China,Changcha,China,7
11889,Xi'an,China,Nanning,China,5
11890,Xi'an,China,Tianjin,China,7
11891,Xiamen,China,Tianjin,China,5
11892,Xining,China,Tianjin,China,1
11893,Yantai,China,Dalian,China,1
11894,Yantai,China,Tianjin,China,2
11895,Zhanjiang,China,Changcha,China,1
11896,Zhuhai,China,Sanya,China,2
11897,Zhuhai,China,Tianjin,China,1
12276,Aksu,China,Chengdu,China,2
12281,Baotou,China,Guangzhou,China,2
12282,Baotou,China,Beijing,China,5
12283,Baotou,China,Tianjin,China,3
12284,Baotou,China,Taiyuan,China,2
12285,Beihai,China,Hangzhou,China,2
12286,Beihai,China,Beijing,China,2
12290,Bangda,China,Chengdu,China,2
12294,Guangzhou,China,Baotou,China,2
12296,Guangzhou,China,Zhengzhou,China,4
12297,Guangzhou,China,Changchun,China,3
12298,Guangzhou,China,Changzhou,China,3
12299,Guangzhou,China,Dazhou,China,2
12300,Guangzhou,China,Guangyuan,China,2
12301,Guangzhou,China,Haikou,China,5
12302,Guangzhou,China,Hohhot,China,4
12303,Guangzhou,China,Hefei,China,5
12304,Guangzhou,China,Harbin,China,3
12305,Guangzhou,China,Huangyan,China,3
12307,Guangzhou,China,Jingdezhen,China,2
12308,Guangzhou,China,Quanzhou,China,4
12309,Guangzhou,China,Jiuzhaigou,China,2
12310,Guangzhou,China,Nanchang,China,5
12311,Guangzhou,China,Kunming,China,5
12312,Guangzhou,China,Guiyang,China,4
12313,Guangzhou,China,Linyi,China,2
12314,Guangzhou,China,Luzhou,China,2
12315,Guangzhou,China,Nanjing,China,6
12316,Guangzhou,China,Nanning,China,3
12318,Guangzhou,China,Beijing,China,6
12319,Guangzhou,China,Qingdao,China,5
12320,Guangzhou,China,Jinan,China,5
12321,Guangzhou,China,Wenzhou,China,6
12322,Guangzhou,China,Wuyishan,China,2
12323,Guangzhou,China,Wuxi,China,4
12324,Guangzhou,China,Wanxian,China,2
12325,Guangzhou,China,Xi'an,China,5
12326,Guangzhou,China,Xiamen,China,6
12327,Guangzhou,China,Yibin,China,2
12328,Guangzhou,China,Yuncheng,China,2
12329,Guangzhou,China,Yantai,China,3
12331,Zhengzhou,China,Guangzhou,China,4
12332,Zhengzhou,China,Dalian,China,6
12333,Zhengzhou,China,Haikou,China,5
12334,Zhengzhou,China,Guiyang,China,7
