,from_city,from_country,to_city,to_country,num_flights
2372,Anvik,United States,Holy Cross,United States,1
2373,Atqasuk,United States,Wainwright,United States,1
2374,Atqasuk,United States,Barrow,United States,1
2375,Alakanuk,United States,Emmonak,United States,1
2376,Bethel,United States,Anchorage,United States,2
2377,Bethel,United States,Chefornak,United States,1
2378,Bethel,United States,Hooper Bay,United States,1
2379,Bethel,United States,Kongiganak,United States,1
2380,Bethel,United States,Kalskag,United States,1
2381,Bethel,United States,Kasigluk,United States,1
2382,Bethel,United States,Kwigillingok,United States,1
2383,Bethel,United States,Toksook Bay,United States,1
2384,Bethel,United States,Chevak,United States,1
2385,Buckland,United States,Deering,United States,2
2386,Buckland,United States,Kotzebue,United States,2
2387,Barrow,United States,Wainwright,United States,1
2388,Barrow,United States,Atqasuk,United States,1
2389,Barrow,United States,Nuiqsut,United States,1
2390,Barrow,United States,Point Lay,United States,1
2391,Barter Island,United States,Fort Yukon,United States,1
2392,Barter Island,United States,Deadhorse,United States,1
2393,Cordova,United States,Anchorage,United States,2
2394,Chefornak,United States,Kipnuk,United States,1
2395,Deering,United States,Buckland,United States,2
2396,Deering,United States,Kotzebue,United States,2
2397,Elim,United States,Koyuk,United States,2
2398,Elim,United States,Nome,United States,2
2399,Emmonak,United States,Alakanuk,United States,1
2400,Emmonak,United States,Kotlik,United States,2
2401,Kenai,United States,Anchorage,United States,3
2402,Fairbanks,United States,Anchorage,United States,2
2403,Fairbanks,United States,Galena,United States,2
2404,Fairbanks,United States,Ruby,United States,2
2405,Fairbanks,United States,Deadhorse,United States,2
2406,Fort Yukon,United States,Barter Island,United States,1
2407,Galena,United States,Fairbanks,United States,1
2408,Galena,United States,Huslia,United States,1
2409,Galena,United States,Kaltag,United States,2
2410,Galena,United States,Nulato,United States,2
2411,Galena,United States,Ruby,United States,1
2412,Gambell,United States,Nome,United States,2
2413,Gambell,United States,Savoonga,United States,2
2414,Golovin,United States,Nome,United States,1
2415,Golovin,United States,White Mountain,United States,2
2416,Holy Cross,United States,Aniak,United States,1
2417,Holy Cross,United States,Anvik,United States,2
2418,Homer,United States,Anchorage,United States,2
2419,Hooper Bay,United States,Scammon Bay,United States,1
2420,Hooper Bay,United States,Chevak,United States,1
2421,Huslia,United States,Galena,United States,1
2422,Huslia,United States,Koyukuk,United States,1
2423,Kiana,United States,Noorvik,United States,2
2424,Kiana,United States,Kotzebue,United States,2
2425,Kaltag,United States,Galena,United States,1
2426,Kaltag,United States,Nulato,United States,1
2427,Koyuk,United States,Elim,United States,1
2428,Koyuk,United States,Shaktoolik,United States,2
2429,Koyuk,United States,Unalakleet,United States,1
2430,Kongiganak,United States,Bethel,United States,1
2431,Kalskag,United States,Aniak,United States,1
2432,Kalskag,United States,Bethel,United States,1
2433,Kalskag,United States,Russian Mission,United States,2
2434,Kotlik,United States,Emmonak,United States,1
2435,Kotlik,United States,St Mary's,United States,1
2436,Kipnuk,United States,Bethel,United States,1
2437,St Mary's,United States,Anchorage,United States,2
2438,St Mary's,United States,Kotlik,United States,1
2439,St Mary's,United States,Mountain Village,United States,1
2440,Brevig Mission,United States,Teller,United States,1
2441,Brevig Mission,United States,Wales,United States,2
2442,Kivalina,United States,Kotzebue,United States,2
2443,Kwigillingok,United States,Kongiganak,United States,1
2444,Kwigillingok,United States,Kipnuk,United States,1
2445,Quinhagak,United States,Togiak Village,United States,1
2446,Kwethluk,United States,Bethel,United States,1
2447,Koyukuk,United States,Galena,United States,1
2448,Marshall,United States,Russian Mission,United States,1
2449,Mountain Village,United States,St Mary's,United States,1
2450,Mekoryuk,United States,Bethel,United States,1
2451,Nuiqsut,United States,Barrow,United States,1
2452,Nuiqsut,United States,Deadhorse,United States,1
2453,Nulato,United States,Galena,United States,1
2454,Nulato,United States,Kaltag,United States,1
2455,Kobuk,United States,Ambler,United States,2
2456,Kobuk,United States,Kotzebue,United States,2
2457,Nome,United States,Elim,United States,2
2458,Nome,United States,Gambell,United States,2
2459,Nome,United States,Golovin,United States,1
2460,Nome,United States,Brevig Mission,United States,1
2461,Nome,United States,Shishmaref,United States,2
2462,Nome,United States,Shaktoolik,United States,1
2463,Nome,United States,Savoonga,United States,2
2464,Nome,United States,Teller,United States,2
2465,Nome,United States,Unalakleet,United States,2
2466,Nome,United States,Wales,United States,1
2467,Nome,United States,White Mountain,United States,2
2468,Toksook Bay,United States,Mekoryuk,United States,1
2469,Noorvik,United States,Kiana,United States,2
2470,Noorvik,United States,Kotzebue,United States,2
2471,Kotzebue,United States,Ambler,United States,2
2472,Kotzebue,United States,Buckland,United States,2
2473,Kotzebue,United States,Deering,United States,2
2474,Kotzebue,United States,Kiana,United States,2
2475,Kotzebue,United States,Noorvik,United States,2
2476,Kotzebue,United States,Shungnak,United States,2
2477,Kotzebue,United States,Selawik,United States,2
2478,Kotzebue,United States,Noatak,United States,2
2479,Point Lay,United States,Barrow,United States,1
2480,Ruby,United States,Fairbanks,United States,2
2481,Ruby,United States,Galena,United States,1
2482,Russian Mission,United States,Aniak,United States,2
2483,Russian Mission,United States,Bethel,United States,1
2484,Russian Mission,United States,Kalskag,United States,1
2485,Deadhorse,United States,Barter Island,United States,1
2486,Deadhorse,United States,Fairbanks,United States,1
2487,Deadhorse,United States,Nuiqsut,United States,1
2488,Scammon Bay,United States,Bethel,United States,1
2489,Shungnak,United States,Kobuk,United States,2
2490,Shishmaref,United States,Nome,United States,2
2491,Shishmaref,United States,Wales,United States,1
2492,Shageluk,United States,Aniak,United States,2
2493,Shaktoolik,United States,Koyuk,United States,2
2494,Shaktoolik,United States,Nome,United States,2
2495,Shaktoolik,United States,Unalakleet,United States,2
2496,Sleetmute,United States,Aniak,United States,1
2497,St. Michael,United States,Unalakleet,United States,2
2498,Savoonga,United States,Gambell,United States,2
2499,Savoonga,United States,Nome,United States,2
2500,Teller,United States,Brevig Mission,United States,2
2501,Teller,United States,Nome,United States,1
2502,Togiak Village,United States,Quinhagak,United States,1
2503,Unalakleet,United States,Anchorage,United States,3
2504,Unalakleet,United States,Shaktoolik,United States,2
2505,Unalakleet,United States,St. Michael,United States,2
2506,Chevak,United States,Hooper Bay,United States,1
2507,Chevak,United States,Scammon Bay,United States,1
2508,Valdez,United States,Anchorage,United States,2
2509,Wales,United States,Brevig Mission,United States,1
2510,Wales,United States,Nome,United States,2
2511,Selawik,United States,Kotzebue,United States,2
2512,White Mountain,United States,Golovin,United States,2
2513,White Mountain,United States,Nome,United States,2
2514,Noatak,United States,Kivalina,United States,2
2683,Kodiak,United States,Akhiok,United States,1
2684,Akhiok,United States,Kodiak,United States,1
2685,Elim,United States,Golovin,United States,1
2686,Golovin,United States,Elim,United States,1
2687,Koyuk,United States,Nome,United States,1
2688,Brevig Mission,United States,Nome,United States,1
2689,Cape Lisburne,United States,Kotzebue,United States,1
2690,Nome,United States,Koyuk,United States,1
2691,Nome,United States,Kotzebue,United States,2
2692,Nome,United States,Tin City,United States,1
2693,Kotzebue,United States,Kivalina,United States,1
2694,Kotzebue,United States,Nome,United States,2
2695,Tin City,United States,Wales,United States,1
2696,Unalakleet,United States,Nome,United States,1
2697,Wales,United States,Shishmaref,United States,1
2698,Noatak,United States,Kotzebue,United States,1
2956,Allakaket,United States,Bettles,United States,1
2957,Allakaket,United States,Fairbanks,United States,1
2958,Allakaket,United States,Hughes,United States,1
2959,Anaktuvuk Pass,United States,Bettles,United States,1
2960,Arctic Village,United States,Venetie,United States,1
2961,Bettles,United States,Allakaket,United States,1
2962,Bettles,United States,Fairbanks,United States,1
2963,Fairbanks,United States,Allakaket,United States,1
2964,Fairbanks,United States,Anaktuvuk Pass,United States,1
2965,Fort Yukon,United States,Venetie,United States,1
2966,Huslia,United States,Hughes,United States,1
2967,Huslia,United States,Ruby,United States,1
2968,Hughes,United States,Fairbanks,United States,1
2969,Kaltag,United States,Huslia,United States,1
2970,Koyukuk,United States,Fairbanks,United States,1
2971,Nulato,United States,Koyukuk,United States,1
2972,Venetie,United States,Arctic Village,United States,1
2973,Venetie,United States,Fort Yukon,United States,1
3107,Atlanta,United States,Kalamazoo,United States,2
3108,Atlanta,United States,Chattanooga,United States,5
3109,Atlanta,United States,Cedar Rapids,United States,4
3110,Atlanta,United States,Charleston,United States,11
3111,Atlanta,United States,Cincinnati,United States,7
3112,Atlanta,United States,Evansville,United States,4
3113,Atlanta,United States,Fort Wayne,United States,4
3114,Atlanta,United States,Greensboro,United States,6
3115,Atlanta,United States,Greenville,United States,4
3116,Atlanta,United States,Lansing,United States,2
3117,Atlanta,United States,Lexington KY,United States,4
3118,Atlanta,United States,Saginaw,United States,2
3119,Atlanta,United States,Minneapolis,United States,8
3120,Atlanta,United States,Roanoke VA,United States,4
3121,Atlanta,United States,Syracuse,United States,4
3122,Atlanta,United States,Knoxville,United States,6
3123,Atlanta,United States,Bentonville,United States,5
3124,Kalamazoo,United States,Atlanta,United States,2
3125,Chattanooga,United States,Atlanta,United States,5
3126,Charleston,United States,Atlanta,United States,10
3127,Cincinnati,United States,Atlanta,United States,7
3128,Detroit,United States,New Orleans,United States,4
3129,Evansville,United States,Atlanta,United States,4
3130,Fort Wayne,United States,Atlanta,United States,4
3131,Grand Forks,United States,Thief River Falls,United States,1
3132,Greensboro,United States,Atlanta,United States,5
3133,Greenville,United States,Atlanta,United States,5
3134,New York,United States,New Orleans,United States,14
3135,Lansing,United States,Atlanta,United States,2
3136,Lexington KY,United States,Atlanta,United States,4
3137,Saginaw,United States,Atlanta,United States,2
3138,Harrisburg,United States,Atlanta,United States,4
3139,Memphis,United States,New Orleans,United States,2
3140,Minneapolis,United States,Atlanta,United States,7
3141,Minneapolis,United States,New Orleans,United States,4
3142,New Orleans,United States,Detroit,United States,5
3143,New Orleans,United States,New York,United States,14
3144,New Orleans,United States,Memphis,United States,2
3145,New Orleans,United States,Minneapolis,United States,3
3146,Roanoke VA,United States,Atlanta,United States,4
3147,Syracuse,United States,Atlanta,United States,4
3148,Thief River Falls,United States,Grand Forks,United States,1
3149,Knoxville,United States,Atlanta,United States,6
3150,Bentonville,United States,Atlanta,United States,5
3151,Nantucket,United States,Boston,United States,1
3152,Nantucket,United States,New Bedford,United States,1
3153,Nantucket,United States,Barnstable,United States,1
3154,Nantucket,United States,Vineyard Haven MA,United States,1
3155,Albany,United States,Boston,United States,1
3156,Albany,United States,Massena,United States,1
3157,Albany,United States,Ogdensburg,United States,1
3158,Augusta,United States,Boston,United States,1
3160,Bar Harbor,United States,Boston,United States,1
3161,Billings,United States,Glendive,United States,1
3162,Billings,United States,Glasgow,United States,1
3163,Billings,United States,Havre,United States,1
3164,Billings,United States,Wolf Point,United States,1
3165,Billings,United States,Sidney,United States,1
3166,Boston,United States,Nantucket,United States,1
3167,Boston,United States,Albany,United States,1
3168,Boston,United States,Augusta,United States,1
3169,Boston,United States,Bar Harbor,United States,1
3170,Boston,United States,Barnstable,United States,1
3171,Boston,United States,Lebanon,United States,1
3172,Boston,United States,Vineyard Haven MA,United States,1
3173,Boston,United States,Provincetown,United States,1
3174,Boston,United States,Rockland,United States,1
3175,Boston,United States,Rutland,United States,1
3176,Boston,United States,Saranac Lake,United States,1
3177,Cape Girardeau,United States,St. Louis,United States,1
3181,New Bedford,United States,Nantucket,United States,1
3182,New Bedford,United States,White Plains,United States,1
3183,New Bedford,United States,Vineyard Haven MA,United States,1
3184,Glendive,United States,Billings,United States,1
3185,Glasgow,United States,Billings,United States,1
3186,White Plains,United States,Barnstable,United States,1
3187,White Plains,United States,Lebanon,United States,1
3188,White Plains,United States,Vineyard Haven MA,United States,1
3189,Havre,United States,Billings,United States,1
3190,Barnstable,United States,Nantucket,United States,1
3191,Barnstable,United States,Boston,United States,1
3192,Kirksville,United States,St. Louis,United States,1
3193,Lebanon,United States,Boston,United States,1
3194,Lebanon,United States,White Plains,United States,1
3196,Massena,United States,Albany,United States,1
3197,Vineyard Haven MA,United States,Nantucket,United States,1
3198,Vineyard Haven MA,United States,Boston,United States,1
3199,Vineyard Haven MA,United States,New Bedford,United States,1
3200,Vineyard Haven MA,United States,White Plains,United States,1
3201,Marion,United States,St. Louis,United States,1
3203,Ogdensburg,United States,Albany,United States,1
3204,Wolf Point,United States,Billings,United States,1
3205,Owensboro,United States,St. Louis,United States,1
3206,Provincetown,United States,Boston,United States,1
3207,Rockland,United States,Boston,United States,1
3208,Rutland,United States,Boston,United States,1
3209,Sidney,United States,Billings,United States,1
3219,Saranac Lake,United States,Boston,United States,1
3220,St. Louis,United States,Cape Girardeau,United States,1
3221,St. Louis,United States,Kirksville,United States,1
3222,St. Louis,United States,Marion,United States,1
3223,St. Louis,United States,Owensboro,United States,1
3224,St. Louis,United States,Fort Leonardwood,United States,1
3225,St. Louis,United States,Quincy,United States,1
3232,Fort Leonardwood,United States,St. Louis,United States,1
3233,Quincy,United States,St. Louis,United States,1
4002,Allentown,United States,Charlotte,United States,2
4003,Allentown,United States,Philadelphia,United States,2
4004,Abilene,United States,Dallas-Fort Worth,United States,2
4005,Albuquerque,United States,Dallas-Fort Worth,United States,2
4006,Albuquerque,United States,Los Angeles,United States,5
4007,Albuquerque,United States,Chicago,United States,5
4008,Albuquerque,United States,Phoenix,United States,3
4011,Waco,United States,Dallas-Fort Worth,United States,2
4014,Alexandria,United States,Dallas-Fort Worth,United States,2
4016,Bush Field,United States,Charlotte,United States,2
4017,Bush Field,United States,Washington,United States,2
4022,Albany,United States,Charlotte,United States,2
4023,Albany,United States,Washington,United States,3
4024,Albany,United States,Philadelphia,United States,2
4025,Waterloo,United States,Chicago,United States,2
4026,Amarillo,United States,Dallas-Fort Worth,United States,2
4032,Anchorage,United States,Los Angeles,United States,2
4033,Anchorage,United States,Phoenix,United States,2
4039,Watertown,United States,Chicago,United States,2
4040,Watertown,United States,Philadelphia,United States,2
4043,Atlanta,United States,Charlotte,United States,8
4044,Atlanta,United States,Dallas-Fort Worth,United States,11
4046,Atlanta,United States,Miami,United States,12
4047,Atlanta,United States,Chicago,United States,24
4048,Atlanta,United States,Philadelphia,United States,9
4049,Atlanta,United States,Phoenix,United States,9
4061,Austin,United States,Charlotte,United States,2
4062,Austin,United States,Dallas-Fort Worth,United States,2
4063,Austin,United States,New York,United States,4
4064,Austin,United States,Los Angeles,United States,5
4066,Austin,United States,New Orleans,United States,2
4067,Austin,United States,Chicago,United States,5
4068,Austin,United States,Philadelphia,United States,2
4069,Austin,United States,Phoenix,United States,3
4070,Asheville,United States,Charlotte,United States,2
4071,Scranton,United States,Charlotte,United States,2
4072,Scranton,United States,Philadelphia,United States,2
4073,Kalamazoo,United States,Chicago,United States,2
4083,Windsor Locks,United States,Charlotte,United States,2
4084,Windsor Locks,United States,Washington,United States,3
4085,Windsor Locks,United States,Dallas-Fort Worth,United States,2
4086,Windsor Locks,United States,Los Angeles,United States,3
4087,Windsor Locks,United States,Miami,United States,2
4088,Windsor Locks,United States,Chicago,United States,5
4089,Windsor Locks,United States,Philadelphia,United States,2
4090,Windsor Locks,United States,Pittsburgh,United States,2
4091,Bakersfield,United States,Phoenix,United States,2
4093,Binghamton,United States,Philadelphia,United States,2
4095,Bangor,United States,Washington,United States,2
4096,Bangor,United States,Philadelphia,United States,2
4098,Birmingham,United States,Charlotte,United States,2
4099,Birmingham,United States,Washington,United States,2
4100,Birmingham,United States,Dallas-Fort Worth,United States,2
4101,Birmingham,United States,Miami,United States,2
4102,Birmingham,United States,Philadelphia,United States,2
4108,Bloomington,United States,Dallas-Fort Worth,United States,2
4109,Bloomington,United States,Chicago,United States,2
4110,Nashville,United States,Charlotte,United States,2
4111,Nashville,United States,Washington,United States,3
4112,Nashville,United States,Dallas-Fort Worth,United States,2
4113,Nashville,United States,New York,United States,7
4114,Nashville,United States,Los Angeles,United States,5
4115,Nashville,United States,Miami,United States,2
4116,Nashville,United States,Chicago,United States,5
4117,Nashville,United States,Philadelphia,United States,3
4130,Boise,United States,Phoenix,United States,3
4131,Boston,United States,Buffalo,United States,3
4132,Boston,United States,Charlotte,United States,3
4134,Boston,United States,Washington,United States,5
4135,Boston,United States,Dallas-Fort Worth,United States,4
4136,Boston,United States,New York,United States,7
4137,Boston,United States,Los Angeles,United States,7
4140,Boston,United States,Harrisburg,United States,2
4141,Boston,United States,Miami,United States,2
4143,Boston,United States,Chicago,United States,7
4144,Boston,United States,Portland,United States,3
4145,Boston,United States,Philadelphia,United States,3
4146,Boston,United States,Phoenix,United States,3
4147,Boston,United States,Pittsburgh,United States,3
4148,Boston,United States,Richmond,United States,4
4149,Boston,United States,Rochester,United States,2
4150,Boston,United States,San Diego,United States,3
4151,Boston,United States,Seattle,United States,3
4152,Boston,United States,Syracuse,United States,2
4153,Beaumont,United States,Dallas-Fort Worth,United States,2
4154,Brownsville,United States,Dallas-Fort Worth,United States,2
4159,Baton Rouge,United States,Charlotte,United States,2
4160,Baton Rouge,United States,Dallas-Fort Worth,United States,2
4161,Burlington,United States,Washington,United States,3
4162,Burlington,United States,Philadelphia,United States,2
4164,Buffalo,United States,Boston,United States,3
4165,Buffalo,United States,Charlotte,United States,2
4166,Buffalo,United States,Washington,United States,3
4167,Buffalo,United States,Chicago,United States,5
4168,Buffalo,United States,Philadelphia,United States,2
4169,Burbank,United States,Portland,United States,2
4170,Burbank,United States,Phoenix,United States,3
4171,Burbank,United States,Seattle,United States,2
4172,Baltimore,United States,Charlotte,United States,4
4173,Baltimore,United States,Dallas-Fort Worth,United States,3
4174,Baltimore,United States,New York,United States,3
4176,Baltimore,United States,Miami,United States,2
4177,Baltimore,United States,Chicago,United States,5
4178,Baltimore,United States,Philadelphia,United States,2
4179,Baltimore,United States,Phoenix,United States,4
4183,Columbia,United States,Charlotte,United States,2
4184,Columbia,United States,Washington,United States,3
4185,Columbia,United States,Dallas-Fort Worth,United States,4
4186,Columbia,United States,Philadelphia,United States,2
4187,Akron,United States,Charlotte,United States,2
4188,Akron,United States,Washington,United States,2
4189,Akron,United States,Philadelphia,United States,2
4205,Chattanooga,United States,Charlotte,United States,2
4206,Chattanooga,United States,Washington,United States,2
4207,Chattanooga,United States,Dallas-Fort Worth,United States,2
4208,Chattanooga,United States,Chicago,United States,2
4210,Charlottesville VA,United States,Charlotte,United States,2
4211,Charlottesville VA,United States,New York,United States,3
4212,Charlottesville VA,United States,Chicago,United States,2
4213,Charlottesville VA,United States,Philadelphia,United States,2
4214,Charleston,United States,Charlotte,United States,2
4215,Charleston,United States,Washington,United States,3
4216,Charleston,United States,Dallas-Fort Worth,United States,2
4217,Charleston,United States,Miami,United States,2
4218,Charleston,United States,Philadelphia,United States,2
4219,Cedar Rapids,United States,Dallas-Fort Worth,United States,2
4220,Cedar Rapids,United States,Chicago,United States,3
4221,Cleveland,United States,Charlotte,United States,3
4222,Cleveland,United States,Dallas-Fort Worth,United States,3
4223,Cleveland,United States,New York,United States,5
4224,Cleveland,United States,Miami,United States,2
4225,Cleveland,United States,Chicago,United States,5
4226,Cleveland,United States,Philadelphia,United States,2
4227,College Station,United States,Dallas-Fort Worth,United States,2
4229,Charlotte,United States,Allentown,United States,2
4230,Charlotte,United States,Bush Field,United States,2
4231,Charlotte,United States,Albany,United States,2
4233,Charlotte,United States,Atlanta,United States,8
4235,Charlotte,United States,Austin,United States,2
4236,Charlotte,United States,Asheville,United States,2
4237,Charlotte,United States,Scranton,United States,2
4238,Charlotte,United States,Windsor Locks,United States,2
4239,Charlotte,United States,Birmingham,United States,2
4240,Charlotte,United States,Nashville,United States,2
4241,Charlotte,United States,Boston,United States,3
4242,Charlotte,United States,Baton Rouge,United States,2
4243,Charlotte,United States,Buffalo,United States,2
4244,Charlotte,United States,Baltimore,United States,4
4246,Charlotte,United States,Columbia,United States,2
4247,Charlotte,United States,Akron,United States,2
4249,Charlotte,United States,Chattanooga,United States,2
4250,Charlotte,United States,Charlottesville VA,United States,2
4251,Charlotte,United States,Charleston,United States,4
4252,Charlotte,United States,Cleveland,United States,3
4253,Charlotte,United States,Columbus,United States,2
4255,Charlotte,United States,Cincinnati,United States,4
4257,Charlotte,United States,Daytona Beach,United States,2
4258,Charlotte,United States,Dayton,United States,2
4259,Charlotte,United States,Washington,United States,5
4260,Charlotte,United States,Denver,United States,2
4261,Charlotte,United States,Dallas-Fort Worth,United States,2
4262,Charlotte,United States,Des Moines,United States,2
4263,Charlotte,United States,Detroit,United States,3
4265,Charlotte,United States,New Bern,United States,2
4266,Charlotte,United States,Newark,United States,3
4267,Charlotte,United States,Fayetteville,United States,2
4269,Charlotte,United States,Fort Lauderdale,United States,2
4270,Charlotte,United States,Florence,United States,2
4274,Charlotte,United States,Gainesville,United States,2
4275,Charlotte,United States,Gulfport,United States,2
4277,Charlotte,United States,Greensboro,United States,2
4278,Charlotte,United States,Greenville,United States,4
4279,Charlotte,United States,Hilton Head Island,United States,2
4280,Charlotte,United States,White Plains,United States,2
4281,Charlotte,United States,Huntsville,United States,2
4282,Charlotte,United States,Huntington,United States,2
4283,Charlotte,United States,Houston,United States,4
4284,Charlotte,United States,Wilmington,United States,2
4285,Charlotte,United States,Indianapolis,United States,2
4286,Charlotte,United States,Jackson,United States,2
4287,Charlotte,United States,Jacksonville,United States,2
4288,Charlotte,United States,New York,United States,7
4289,Charlotte,United States,Las Vegas,United States,2
4290,Charlotte,United States,Los Angeles,United States,2
4291,Charlotte,United States,Lexington KY,United States,2
4294,Charlotte,United States,Little Rock,United States,2
4295,Charlotte,United States,Lynchburg,United States,2
4297,Charlotte,United States,Kansas City,United States,2
4298,Charlotte,United States,Orlando,United States,4
4299,Charlotte,United States,Harrisburg,United States,2
4300,Charlotte,United States,Memphis,United States,2
4302,Charlotte,United States,MONTGOMERY,United States,2
4303,Charlotte,United States,Manchester NH,United States,2
4304,Charlotte,United States,Miami,United States,2
4305,Charlotte,United States,Milwaukee,United States,2
4306,Charlotte,United States,Melbourne,United States,2
4307,Charlotte,United States,Mobile,United States,2
4308,Charlotte,United States,Minneapolis,United States,3
4309,Charlotte,United States,New Orleans,United States,2
4310,Charlotte,United States,Myrtle Beach,United States,2
4312,Charlotte,United States,Jacksonville NC,United States,2
4313,Charlotte,United States,Omaha,United States,2
4314,Charlotte,United States,Chicago,United States,5
4315,Charlotte,United States,Norfolk,United States,2
4316,Charlotte,United States,West Palm Beach,United States,2
4317,Charlotte,United States,Portland,United States,4
4318,Charlotte,United States,Newport News,United States,2
4319,Charlotte,United States,Philadelphia,United States,2
4320,Charlotte,United States,Phoenix,United States,2
