Week_Ending,Current_Season_Week_Ending_Label,Geography_Name,Geographic_Level,Geography_Name_Order,Geography_Label_Sort_Order,MMWR_Year,MMWR_Week,MMWR_Day,Month_Week,Month_Display_Order,MMWRWeek_Display_Order,Influenza_Season,Race_Ethnicity,Race_Ethnicity_Sort_Order,Point_Estimate,CI_HalfWidth,Lower_CI,Upper_CI,CI_Range,Season_Race,Season_Race_Sort_Order,Current_Through
02/05/2022,02/05/2022,Idaho,State,1067,1,2022,5,7,February Week 1,5,19,2021-2022,Overall,1,0.4423,4.7862,39.4434,49.0158,39.4-49.0,"2021-2022, Idaho, Overall",1-1,04/09/2022
02/05/2022,02/05/2022,Minnesota,State,1080,1,2022,5,7,February Week 1,5,19,2021-2022,Overall,1,0.5789,5.0912,52.8021,62.9845,52.8-63.0,"2021-2022, Minnesota, Overall",1-1,04/09/2022
02/05/2022,02/05/2022,Oregon,State,1096,1,2022,5,7,February Week 1,5,19,2021-2022,Overall,1,0.4941,4.806,44.6012,54.2133,44.6-54.2,"2021-2022, Oregon, Overall",1-1,04/09/2022
02/05/2022,02/05/2022,New Jersey,State,1087,1,2022,5,7,February Week 1,5,19,2021-2022,Overall,1,0.621,4.6376,57.4625,66.7378,57.5-66.7,"2021-2022, New Jersey, Overall",1-1,04/09/2022
02/05/2022,02/05/2022,South Dakota,State,1102,1,2022,5,7,February Week 1,5,19,2021-2022,Overall,1,0.5572,5.6681,50.0472,61.3833,50.0-61.4,"2021-2022, South Dakota, Overall",1-1,04/09/2022
02/05/2022,02/05/2022,Oklahoma,State,1095,1,2022,5,7,February Week 1,5,19,2021-2022,Overall,1,0.4005,4.4294,35.6225,44.4812,35.6-44.5,"2021-2022, Oklahoma, Overall",1-1,04/09/2022
02/05/2022,02/05/2022,Alabama,State,1055,1,2022,5,7,February Week 1,5,19,2021-2022,Overall,1,0.456,4.4973,41.1004,50.0949,41.1-50.1,"2021-2022, Alabama, Overall",1-1,04/09/2022
02/05/2022,02/05/2022,Arizona,State,1057,1,2022,5,7,February Week 1,5,19,2021-2022,Overall,1,0.4341,4.1584,39.249,47.5659,39.2-47.6,"2021-2022, Arizona, Overall",1-1,04/09/2022
02/05/2022,02/05/2022,Bexar County,Local,1105,2,2022,5,7,February Week 1,5,19,2021-2022,Overall,1,0.5625,4.982,51.2728,61.2368,51.3-61.2,"2021-2022, Bexar County, Overall",1-1,04/09/2022
02/05/2022,02/05/2022,North Carolina,State,1092,1,2022,5,7,February Week 1,5,19,2021-2022,Overall,1,0.4911,5.5556,43.5527,54.6638,43.6-54.7,"2021-2022, North Carolina, Overall",1-1,04/09/2022
02/05/2022,02/05/2022,Wisconsin,State,1113,1,2022,5,7,February Week 1,5,19,2021-2022,Overall,1,0.5471,5.3046,49.4006,60.0098,49.4-60.0,"2021-2022, Wisconsin, Overall",1-1,04/09/2022
02/05/2022,02/05/2022,Pennsylvania,State,1097,1,2022,5,7,February Week 1,5,19,2021-2022,Overall,1,0.5958,3.3791,56.2031,62.9613,56.2-63.0,"2021-2022, Pennsylvania, Overall",1-1,04/09/2022
02/05/2022,02/05/2022,Connecticut,State,1061,1,2022,5,7,February Week 1,5,19,2021-2022,Overall,1,0.6976,4.7379,65.0183,74.4941,65.0-74.5,"2021-2022, Connecticut, Overall",1-1,04/09/2022
02/05/2022,02/05/2022,Massachusetts,State,1078,1,2022,5,7,February Week 1,5,19,2021-2022,Overall,1,0.7036,4.6427,65.7211,75.0065,65.7-75.0,"2021-2022, Massachusetts, Overall",1-1,04/09/2022
02/05/2022,02/05/2022,Hawaii,State,1066,1,2022,5,7,February Week 1,5,19,2021-2022,Overall,1,0.479,5.0973,42.8043,52.9989,42.8-53.0,"2021-2022, Hawaii, Overall",1-1,04/09/2022
02/05/2022,02/05/2022,West Virginia,State,1112,1,2022,5,7,February Week 1,5,19,2021-2022,Overall,1,0.4293,4.8452,38.0866,47.7769,38.1-47.8,"2021-2022, West Virginia, Overall",1-1,04/09/2022
02/05/2022,02/05/2022,City of Chicago,Local,1069,2,2022,5,7,February Week 1,5,19,2021-2022,Overall,1,0.5708,6.0185,51.0601,63.097,51.1-63.1,"2021-2022, City of Chicago, Overall",1-1,04/09/2022
02/05/2022,02/05/2022,Virgin Islands,State,1116,1,2022,5,7,February Week 1,5,19,2021-2022,Overall,1,,,,,,"2021-2022, Virgin Islands, Overall",1-1,04/09/2022
02/05/2022,02/05/2022,Illinois,State,1068,1,2022,5,7,February Week 1,5,19,2021-2022,Overall,1,0.5072,3.0236,47.6943,53.7415,47.7-53.7,"2021-2022, Illinois, Overall",1-1,04/09/2022
02/05/2022,02/05/2022,Missouri,State,1082,1,2022,5,7,February Week 1,5,19,2021-2022,Overall,1,0.5536,5.035,50.3292,60.3993,50.3-60.4,"2021-2022, Missouri, Overall",1-1,04/09/2022
02/05/2022,02/05/2022,South Carolina,State,1101,1,2022,5,7,February Week 1,5,19,2021-2022,Overall,1,0.4684,4.2706,42.5681,51.1093,42.6-51.1,"2021-2022, South Carolina, Overall",1-1,04/09/2022
02/05/2022,02/05/2022,Michigan,State,1079,1,2022,5,7,February Week 1,5,19,2021-2022,Overall,1,0.5411,4.6035,49.5072,58.7142,49.5-58.7,"2021-2022, Michigan, Overall",1-1,04/09/2022
02/05/2022,02/05/2022,New Mexico,State,1088,1,2022,5,7,February Week 1,5,19,2021-2022,Overall,1,0.5243,5.8596,46.5681,58.2872,46.6-58.3,"2021-2022, New Mexico, Overall",1-1,04/09/2022
02/05/2022,02/05/2022,Arkansas,State,1058,1,2022,5,7,February Week 1,5,19,2021-2022,Overall,1,0.5237,4.3016,48.0698,56.6731,48.1-56.7,"2021-2022, Arkansas, Overall",1-1,04/09/2022
02/05/2022,02/05/2022,Maryland,State,1077,1,2022,5,7,February Week 1,5,19,2021-2022,Overall,1,0.6586,4.9103,60.9459,70.7664,60.9-70.8,"2021-2022, Maryland, Overall",1-1,04/09/2022
02/05/2022,02/05/2022,Ohio,State,1094,1,2022,5,7,February Week 1,5,19,2021-2022,Overall,1,0.5263,5.5606,47.0707,58.1919,47.1-58.2,"2021-2022, Ohio, Overall",1-1,04/09/2022
02/05/2022,02/05/2022,North Dakota,State,1093,1,2022,5,7,February Week 1,5,19,2021-2022,Overall,1,0.5575,5.3096,50.4395,61.0586,50.4-61.1,"2021-2022, North Dakota, Overall",1-1,04/09/2022
02/05/2022,02/05/2022,Montana,State,1083,1,2022,5,7,February Week 1,5,19,2021-2022,Overall,1,0.4694,4.8986,42.0408,51.838,42.0-51.8,"2021-2022, Montana, Overall",1-1,04/09/2022
02/05/2022,02/05/2022,Philadelphia County,Local,1098,2,2022,5,7,February Week 1,5,19,2021-2022,Overall,1,0.5973,5.8627,53.8688,65.5942,53.9-65.6,"2021-2022, Philadelphia County, Overall",1-1,04/09/2022
02/05/2022,02/05/2022,Vermont,State,1109,1,2022,5,7,February Week 1,5,19,2021-2022,Overall,1,0.6151,4.713,56.7997,66.2256,56.8-66.2,"2021-2022, Vermont, Overall",1-1,04/09/2022
02/05/2022,02/05/2022,Maine,State,1076,1,2022,5,7,February Week 1,5,19,2021-2022,Overall,1,0.5944,5.1662,54.2739,64.6064,54.3-64.6,"2021-2022, Maine, Overall",1-1,04/09/2022
02/05/2022,02/05/2022,District of Columbia,State,1063,1,2022,5,7,February Week 1,5,19,2021-2022,Overall,1,0.6622,4.54,61.6849,70.7649,61.7-70.8,"2021-2022, District of Columbia, Overall",1-1,04/09/2022
02/05/2022,02/05/2022,Colorado,State,1060,1,2022,5,7,February Week 1,5,19,2021-2022,Overall,1,0.6182,4.5996,57.2158,66.415,57.2-66.4,"2021-2022, Colorado, Overall",1-1,04/09/2022
02/05/2022,02/05/2022,Kentucky,State,1074,1,2022,5,7,February Week 1,5,19,2021-2022,Overall,1,0.4563,5.57,40.0566,51.1966,40.1-51.2,"2021-2022, Kentucky, Overall",1-1,04/09/2022
02/05/2022,02/05/2022,National,National,0,0,2022,5,7,February Week 1,5,19,2021-2022,"Black, Non-Hispanic",3,0.4385,2.1852,41.662,46.0324,41.7-46.0,"2021-2022, National, Black, Non-Hispanic",1-3,04/09/2022
02/05/2022,02/05/2022,National,National,0,0,2022,5,7,February Week 1,5,19,2021-2022,Hispanic,4,0.5108,1.7988,49.2785,52.876,49.3-52.9,"2021-2022, National, Hispanic",1-4,04/09/2022
02/05/2022,02/05/2022,National,National,0,0,2022,5,7,February Week 1,5,19,2021-2022,"Other, Non-Hispanic",5,0.5726,2.216,55.0466,59.4785,55.0-59.5,"2021-2022, National, Other, Non-Hispanic",1-5,04/09/2022
02/05/2022,02/05/2022,National,National,0,0,2022,5,7,February Week 1,5,19,2021-2022,"White, Non-Hispanic",7,0.5322,1.0244,52.1987,54.2475,52.2-54.2,"2021-2022, National, White, Non-Hispanic",1-7,04/09/2022
02/12/2022,02/12/2022,National,National,0,0,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.5187,0.792,51.0739,52.6579,51.1-52.7,"2021-2022, National, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Rhode Island,State,1162,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.6848,6.5539,61.9226,75.0304,61.9-75.0,"2021-2022, Rhode Island, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Kentucky,State,1136,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.4563,5.57,40.0566,51.1966,40.1-51.2,"2021-2022, Kentucky, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Iowa,State,1134,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.5585,5.7178,50.1355,61.571,50.1-61.6,"2021-2022, Iowa, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,District of Columbia,State,1125,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.6703,4.804,62.2221,71.8301,62.2-71.8,"2021-2022, District of Columbia, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,City of Chicago,Local,1131,2,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.5708,6.0185,51.0601,63.097,51.1-63.1,"2021-2022, City of Chicago, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Maine,State,1138,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.5944,5.1662,54.2739,64.6064,54.3-64.6,"2021-2022, Maine, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Indiana,State,1133,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.4916,5.0327,44.1243,54.1896,44.1-54.2,"2021-2022, Indiana, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Oregon,State,1158,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.4941,4.806,44.6012,54.2133,44.6-54.2,"2021-2022, Oregon, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Massachusetts,State,1140,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.7036,4.6427,65.7211,75.0065,65.7-75.0,"2021-2022, Massachusetts, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,New Jersey,State,1149,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.6254,4.7177,57.824,67.2594,57.8-67.3,"2021-2022, New Jersey, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Bexar County,Local,1167,2,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.5625,4.982,51.2728,61.2368,51.3-61.2,"2021-2022, Bexar County, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Wyoming,State,1176,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.3577,4.6151,31.1532,40.3833,31.2-40.4,"2021-2022, Wyoming, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Mississippi,State,1143,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.3524,3.7432,31.4952,38.9817,31.5-39.0,"2021-2022, Mississippi, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Florida,State,1126,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.3757,3.8089,33.7606,41.3785,33.8-41.4,"2021-2022, Florida, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,City of Houston,Local,1168,2,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.5379,4.8112,48.9787,58.6011,49.0-58.6,"2021-2022, City of Houston, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Connecticut,State,1123,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.6976,4.7379,65.0183,74.4941,65.0-74.5,"2021-2022, Connecticut, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Alaska,State,1118,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.4078,5.2245,35.5534,46.0024,35.6-46.0,"2021-2022, Alaska, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Michigan,State,1141,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.5411,4.6035,49.5072,58.7142,49.5-58.7,"2021-2022, Michigan, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,New Mexico,State,1150,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.5251,5.8619,46.6472,58.371,46.6-58.4,"2021-2022, New Mexico, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Utah,State,1170,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.5225,5.2044,47.0425,57.4513,47.0-57.5,"2021-2022, Utah, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Oklahoma,State,1157,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.4005,4.4294,35.6225,44.4812,35.6-44.5,"2021-2022, Oklahoma, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Missouri,State,1144,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.5536,5.035,50.3292,60.3993,50.3-60.4,"2021-2022, Missouri, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Philadelphia County,Local,1160,2,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.5987,5.8577,54.0108,65.7263,54.0-65.7,"2021-2022, Philadelphia County, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Montana,State,1145,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.4704,4.9024,42.1337,51.9386,42.1-51.9,"2021-2022, Montana, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Georgia,State,1127,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.4529,3.8984,41.3901,49.187,41.4-49.2,"2021-2022, Georgia, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,New York City,Local,1152,2,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.6381,4.6337,59.1719,68.4393,59.2-68.4,"2021-2022, New York City, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Ohio,State,1156,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.5263,5.5606,47.0707,58.1919,47.1-58.2,"2021-2022, Ohio, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Idaho,State,1129,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.4423,4.7862,39.4434,49.0158,39.4-49.0,"2021-2022, Idaho, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Vermont,State,1171,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.6151,4.713,56.7997,66.2256,56.8-66.2,"2021-2022, Vermont, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Maryland,State,1139,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.6586,4.9103,60.9459,70.7664,60.9-70.8,"2021-2022, Maryland, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Tennessee,State,1165,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.5145,5.0506,46.4021,56.5034,46.4-56.5,"2021-2022, Tennessee, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Nebraska,State,1146,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.5511,5.3585,49.7473,60.4643,49.7-60.5,"2021-2022, Nebraska, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,New Hampshire,State,1148,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.5986,5.2428,54.6141,65.0996,54.6-65.1,"2021-2022, New Hampshire, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Pennsylvania,State,1159,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.5961,3.378,56.231,62.9871,56.2-63.0,"2021-2022, Pennsylvania, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,North Dakota,State,1155,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.5575,5.3096,50.4395,61.0586,50.4-61.1,"2021-2022, North Dakota, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,North Carolina,State,1154,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.4927,5.565,43.7065,54.8366,43.7-54.8,"2021-2022, North Carolina, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Delaware,State,1124,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.5363,5.356,48.2698,58.9818,48.3-59.0,"2021-2022, Delaware, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Puerto Rico,State,1177,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.2601,3.34,22.6668,29.3467,22.7-29.3,"2021-2022, Puerto Rico, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Minnesota,State,1142,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.5875,5.1775,53.5708,63.9259,53.6-63.9,"2021-2022, Minnesota, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Arizona,State,1119,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.4341,4.1584,39.249,47.5659,39.2-47.6,"2021-2022, Arizona, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Illinois,State,1130,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.5072,3.0236,47.6943,53.7415,47.7-53.7,"2021-2022, Illinois, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,New York,State,1151,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.5771,3.2563,54.4523,60.9649,54.5-61.0,"2021-2022, New York, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Texas,State,1166,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.5127,2.4511,48.8169,53.7191,48.8-53.7,"2021-2022, Texas, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Virgin Islands,State,1178,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,,,,,,"2021-2022, Virgin Islands, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Kansas,State,1135,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.5176,4.7038,47.0596,56.4671,47.1-56.5,"2021-2022, Kansas, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Nevada,State,1147,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.3072,4.217,26.5011,34.9352,26.5-34.9,"2021-2022, Nevada, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Wisconsin,State,1175,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.5471,5.3046,49.4006,60.0098,49.4-60.0,"2021-2022, Wisconsin, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Arkansas,State,1120,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.5249,4.3078,48.1807,56.7963,48.2-56.8,"2021-2022, Arkansas, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Hawaii,State,1128,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.479,5.0973,42.8043,52.9989,42.8-53.0,"2021-2022, Hawaii, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Washington,State,1173,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.5965,5.2317,54.4208,64.8841,54.4-64.9,"2021-2022, Washington, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Colorado,State,1122,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.6182,4.5996,57.2158,66.415,57.2-66.4,"2021-2022, Colorado, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Virginia,State,1172,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.5909,4.1719,54.9167,63.2605,54.9-63.3,"2021-2022, Virginia, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,West Virginia,State,1174,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.4293,4.8452,38.0866,47.7769,38.1-47.8,"2021-2022, West Virginia, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,South Dakota,State,1164,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.5572,5.6681,50.0472,61.3833,50.0-61.4,"2021-2022, South Dakota, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Louisiana,State,1137,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.4561,4.6288,40.9769,50.2346,41.0-50.2,"2021-2022, Louisiana, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,California,State,1121,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.5281,3.6335,49.1745,56.4415,49.2-56.4,"2021-2022, California, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,South Carolina,State,1163,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.4684,4.2706,42.5681,51.1093,42.6-51.1,"2021-2022, South Carolina, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,Alabama,State,1117,1,2022,6,7,February Week 2,5,20,2021-2022,Overall,1,0.456,4.4973,41.1004,50.0949,41.1-50.1,"2021-2022, Alabama, Overall",1-1,04/09/2022
02/12/2022,02/12/2022,National,National,0,0,2022,6,7,February Week 2,5,20,2021-2022,"Black, Non-Hispanic",3,0.4446,2.2194,42.2429,46.6817,42.2-46.7,"2021-2022, National, Black, Non-Hispanic",1-3,04/09/2022
02/12/2022,02/12/2022,National,National,0,0,2022,6,7,February Week 2,5,20,2021-2022,Hispanic,4,0.5111,1.7992,49.3102,52.9087,49.3-52.9,"2021-2022, National, Hispanic",1-4,04/09/2022
02/12/2022,02/12/2022,National,National,0,0,2022,6,7,February Week 2,5,20,2021-2022,"Other, Non-Hispanic",5,0.573,2.2165,55.0792,59.5122,55.1-59.5,"2021-2022, National, Other, Non-Hispanic",1-5,04/09/2022
02/12/2022,02/12/2022,National,National,0,0,2022,6,7,February Week 2,5,20,2021-2022,"White, Non-Hispanic",7,0.5324,1.0242,52.2154,54.2637,52.2-54.3,"2021-2022, National, White, Non-Hispanic",1-7,04/09/2022
02/19/2022,02/19/2022,Iowa,State,1196,1,2022,7,7,February Week 3,5,21,2021-2022,Overall,1,0.5585,5.7178,50.1355,61.571,50.1-61.6,"2021-2022, Iowa, Overall",1-1,04/09/2022
02/19/2022,02/19/2022,Pennsylvania,State,1221,1,2022,7,7,February Week 3,5,21,2021-2022,Overall,1,0.5961,3.378,56.2338,62.9899,56.2-63.0,"2021-2022, Pennsylvania, Overall",1-1,04/09/2022
02/19/2022,02/19/2022,Hawaii,State,1190,1,2022,7,7,February Week 3,5,21,2021-2022,Overall,1,0.4957,5.5079,44.0587,55.0744,44.1-55.1,"2021-2022, Hawaii, Overall",1-1,04/09/2022
02/19/2022,02/19/2022,Ohio,State,1218,1,2022,7,7,February Week 3,5,21,2021-2022,Overall,1,0.5263,5.5606,47.0707,58.1919,47.1-58.2,"2021-2022, Ohio, Overall",1-1,04/09/2022
02/19/2022,02/19/2022,Florida,State,1188,1,2022,7,7,February Week 3,5,21,2021-2022,Overall,1,0.3851,4.0608,34.4519,42.5736,34.5-42.6,"2021-2022, Florida, Overall",1-1,04/09/2022
02/19/2022,02/19/2022,Nebraska,State,1208,1,2022,7,7,February Week 3,5,21,2021-2022,Overall,1,0.5511,5.3585,49.7473,60.4643,49.7-60.5,"2021-2022, Nebraska, Overall",1-1,04/09/2022
02/19/2022,02/19/2022,Mississippi,State,1205,1,2022,7,7,February Week 3,5,21,2021-2022,Overall,1,0.3524,3.7432,31.4952,38.9817,31.5-39.0,"2021-2022, Mississippi, Overall",1-1,04/09/2022
02/19/2022,02/19/2022,New Hampshire,State,1210,1,2022,7,7,February Week 3,5,21,2021-2022,Overall,1,0.6025,5.2994,54.9489,65.5476,54.9-65.5,"2021-2022, New Hampshire, Overall",1-1,04/09/2022
02/19/2022,02/19/2022,North Dakota,State,1217,1,2022,7,7,February Week 3,5,21,2021-2022,Overall,1,0.5575,5.3096,50.4395,61.0586,50.4-61.1,"2021-2022, North Dakota, Overall",1-1,04/09/2022
02/19/2022,02/19/2022,Virgin Islands,State,1240,1,2022,7,7,February Week 3,5,21,2021-2022,Overall,1,,,,,,"2021-2022, Virgin Islands, Overall",1-1,04/09/2022
02/19/2022,02/19/2022,Bexar County,Local,1229,2,2022,7,7,February Week 3,5,21,2021-2022,Overall,1,0.5625,4.982,51.2728,61.2368,51.3-61.2,"2021-2022, Bexar County, Overall",1-1,04/09/2022
02/19/2022,02/19/2022,Montana,State,1207,1,2022,7,7,February Week 3,5,21,2021-2022,Overall,1,0.4704,4.9024,42.1337,51.9386,42.1-51.9,"2021-2022, Montana, Overall",1-1,04/09/2022
02/19/2022,02/19/2022,City of Chicago,Local,1193,2,2022,7,7,February Week 3,5,21,2021-2022,Overall,1,0.5708,6.0185,51.0601,63.097,51.1-63.1,"2021-2022, City of Chicago, Overall",1-1,04/09/2022
02/19/2022,02/19/2022,Kansas,State,1197,1,2022,7,7,February Week 3,5,21,2021-2022,Overall,1,0.5216,4.768,47.3922,56.9282,47.4-56.9,"2021-2022, Kansas, Overall",1-1,04/09/2022
02/19/2022,02/19/2022,Louisiana,State,1199,1,2022,7,7,February Week 3,5,21,2021-2022,Overall,1,0.4561,4.6288,40.9769,50.2346,41.0-50.2,"2021-2022, Louisiana, Overall",1-1,04/09/2022
02/19/2022,02/19/2022,Wyoming,State,1238,1,2022,7,7,February Week 3,5,21,2021-2022,Overall,1,0.3577,4.6151,31.1532,40.3833,31.2-40.4,"2021-2022, Wyoming, Overall",1-1,04/09/2022
02/19/2022,02/19/2022,Maine,State,1200,1,2022,7,7,February Week 3,5,21,2021-2022,Overall,1,0.5944,5.1662,54.2739,64.6064,54.3-64.6,"2021-2022, Maine, Overall",1-1,04/09/2022
02/19/2022,02/19/2022,Minnesota,State,1204,1,2022,7,7,February Week 3,5,21,2021-2022,Overall,1,0.5875,5.1775,53.5708,63.9259,53.6-63.9,"2021-2022, Minnesota, Overall",1-1,04/09/2022
02/19/2022,02/19/2022,City of Houston,Local,1230,2,2022,7,7,February Week 3,5,21,2021-2022,Overall,1,0.5379,4.8112,48.9787,58.6011,49.0-58.6,"2021-2022, City of Houston, Overall",1-1,04/09/2022
02/19/2022,02/19/2022,West Virginia,State,1236,1,2022,7,7,February Week 3,5,21,2021-2022,Overall,1,0.4293,4.8452,38.0866,47.7769,38.1-47.8,"2021-2022, West Virginia, Overall",1-1,04/09/2022
02/19/2022,02/19/2022,Indiana,State,1195,1,2022,7,7,February Week 3,5,21,2021-2022,Overall,1,0.4929,5.0396,44.249,54.3282,44.2-54.3,"2021-2022, Indiana, Overall",1-1,04/09/2022
02/19/2022,02/19/2022,Connecticut,State,1185,1,2022,7,7,February Week 3,5,21,2021-2022,Overall,1,0.71,5.0062,65.9975,76.0098,66.0-76.0,"2021-2022, Connecticut, Overall",1-1,04/09/2022
02/19/2022,02/19/2022,Idaho,State,1191,1,2022,7,7,February Week 3,5,21,2021-2022,Overall,1,0.4429,4.7877,39.5024,49.0778,39.5-49.1,"2021-2022, Idaho, Overall",1-1,04/09/2022
